,period_sma5,period_sma25,period_fast,period_slow,period_aosma9,period_aosma12,return,pnl,drawdown (%),drawdown (abs)
321,6,14,9,11,12,6,133.01249999999996,26602.5,88.9950355999739,27248.499999999993
322,6,14,9,11,12,9,149.39374999999987,29878.75,89.07426893059103,29417.000000000015
323,6,14,9,11,12,12,145.8474999999999,29169.5,82.0535426298248,28619.250000000015
324,6,14,9,14,6,6,-76.09000000000003,-15218.0,97.55805358007703,28704.750000000004
325,6,14,9,14,6,9,-72.61625000000002,-14523.25,94.4656399541058,25317.499999999985
326,6,14,9,14,6,12,95.84124999999992,19168.25,89.67752312022522,27878.500000000004
327,6,14,9,14,9,6,166.68749999999986,33337.5,85.87165555742271,22996.00000000002
328,6,14,9,14,9,9,134.60499999999976,26921.0,93.3346275804052,25240.25000000001
329,6,14,9,14,9,12,131.34124999999986,26268.25,72.25411470889196,20830.50000000002
330,6,14,9,14,12,6,193.90874999999986,38781.75,77.03449678325819,20834.750000000007
331,6,14,9,14,12,9,161.82624999999982,32365.25,84.62944605618564,23264.0
332,6,14,9,14,12,12,158.56249999999991,31712.5,69.12775054205383,19846.750000000044
333,6,14,9,17,6,6,147.89874999999998,29579.75,91.84630648507265,28003.250000000004
334,6,14,9,17,6,9,111.03625,22207.25,90.20323984482181,24821.000000000007
335,6,14,9,17,6,12,113.92875000000001,22785.75,87.80566250130076,23205.499999999985
336,6,14,9,17,9,6,110.40749999999989,22081.5,90.04963503649638,23131.500000000015
337,6,14,9,17,9,9,82.66999999999996,16534.0,87.53596571778391,21448.50000000004
338,6,14,9,17,9,12,85.56249999999996,17112.5,91.18763744662391,23116.749999999993
339,6,14,9,17,12,6,121.60874999999993,24321.75,81.32245927001169,21288.99999999998
340,6,14,9,17,12,9,93.87124999999996,18774.25,86.66120458814596,21683.499999999985
341,6,14,9,17,12,12,96.76374999999994,19352.75,88.21058240091808,21522.499999999993
342,6,14,9,20,6,6,115.97749999999995,23195.5,67.03581209500011,22396.999999999978
343,6,14,9,20,6,9,68.10124999999998,13620.25,90.39069414590976,23234.24999999999
344,6,14,9,20,6,12,96.87999999999994,19376.0,92.33236454224631,22238.25000000001
345,6,14,9,20,9,6,80.35249999999995,16070.5,75.02524220959906,24335.000000000007
346,6,14,9,20,9,9,-72.70375000000013,-14540.75,96.21548542443806,24374.74999999999
347,6,14,9,20,9,12,61.50499999999989,12301.0,93.09450304433588,21711.500000000022
348,6,14,9,20,12,6,184.70125000000004,36940.25,56.17252124010849,18793.49999999997
349,6,14,9,20,12,9,137.07500000000002,27415.0,76.23158255946124,17772.249999999993
350,6,14,9,20,12,12,165.85375,33170.75,75.88202927258723,17238.500000000007
351,6,14,12,14,6,6,122.94999999999993,24590.0,68.92240086123222,19526.749999999985
352,6,14,12,14,6,9,93.72624999999995,18745.25,70.5399851340125,20166.499999999978
353,6,14,12,14,6,12,49.353749999999934,9870.75,91.69745682745769,20164.5
354,6,14,12,14,9,6,102.22499999999994,20445.0,74.98193206456276,20231.24999999999
355,6,14,12,14,9,9,73.00124999999996,14600.25,71.33679041806252,19431.250000000004
356,6,14,12,14,9,12,-85.20625000000005,-17041.25,95.23133465382817,20793.999999999996
357,6,14,12,14,12,6,51.634999999999884,10327.0,77.73737023888553,20200.249999999985
358,6,14,12,14,12,9,22.411249999999935,4482.25,75.96265599695151,19934.499999999996
359,6,14,12,14,12,12,-89.73250000000006,-17946.5,99.63714490331826,20869.000000000007
360,6,14,12,17,6,6,51.38749999999996,10277.5,86.78745251362876,21531.749999999996
361,6,14,12,17,6,9,60.869999999999976,12174.0,76.8238178351275,19036.750000000015
362,6,14,12,17,6,12,45.503749999999926,9100.75,66.85585237571692,16874.250000000022
363,6,14,12,17,9,6,57.025000000000034,11405.0,96.31503517762535,22177.50000000001
364,6,14,12,17,9,9,66.50750000000004,13301.5,86.2432596973387,19832.500000000015
365,6,14,12,17,9,12,51.39125000000002,10278.25,76.32375511596189,17902.500000000033
366,6,14,12,17,12,6,102.05125000000008,20410.25,96.43000222568443,21663.000000000004
367,6,14,12,17,12,9,111.53375000000008,22306.75,86.02743410435721,19191.000000000025
368,6,14,12,17,12,12,96.41750000000003,19283.5,75.99546673059741,17434.49999999999
369,6,14,12,20,6,6,71.11875000000003,14223.75,87.65982593746645,20396.25
370,6,14,12,20,6,9,112.305,22461.0,66.98222565687794,16468.250000000007
371,6,14,12,20,6,12,92.09874999999998,18419.75,53.39688439901278,13359.500000000005
372,6,14,12,20,9,6,133.38875000000007,26677.75,72.85376598259383,16951.25000000001
373,6,14,12,20,9,9,174.57500000000007,34915.0,53.95757219794333,13550.5
374,6,14,12,20,9,12,163.11875,32623.75,46.94601083133272,12612.750000000007
375,6,14,12,20,12,6,106.4425,21288.5,73.4038895455034,17079.25
376,6,14,12,20,12,9,147.62875000000003,29525.75,54.416894221761595,13650.750000000002
377,6,14,12,20,12,12,136.1725,27234.5,48.66291926857545,12488.00000000001
378,6,14,15,17,6,6,37.47249999999997,7494.5,67.4185741655743,16714.750000000007
379,6,14,15,17,6,9,77.07749999999997,15415.5,66.69016566795915,14190.000000000007
380,6,14,15,17,6,12,77.7625,15552.5,41.00967271763617,13927.5
381,6,14,15,17,9,6,93.45624999999997,18691.25,70.88837350005046,17575.000000000007
382,6,14,15,17,9,9,133.06125,26612.25,70.7331688403243,15050.250000000002
383,6,14,15,17,9,12,133.74625,26749.25,36.75843057286357,12167.499999999996
384,6,14,15,17,12,6,50.243750000000006,10048.75,78.5076131894727,19464.00000000002
385,6,14,15,17,12,9,89.84875,17969.75,79.61109152861006,16939.250000000004
386,6,14,15,17,12,12,90.53375000000004,18106.75,44.604302210886104,11192.000000000015
387,6,14,15,20,6,6,150.38625000000002,30077.25,43.138448596475676,9743.24999999999
388,6,14,15,20,6,9,204.01375000000002,40802.75,38.07191971025605,12167.499999999993
389,6,14,15,20,6,12,150.98624999999996,30197.25,53.05072983150736,11657.499999999993
390,6,14,15,20,9,6,67.58500000000002,13517.0,50.49511830721652,10899.749999999995
391,6,14,15,20,9,9,121.2125,24242.5,45.88684650274531,9611.000000000005
392,6,14,15,20,9,12,68.30999999999999,13662.0,56.691743620826976,11925.249999999984
393,6,14,15,20,12,6,107.97499999999995,21595.0,46.29793752393453,10578.499999999984
394,6,14,15,20,12,9,161.6025,32320.5,38.691803901096364,8152.750000000009
395,6,14,15,20,12,12,108.69999999999993,21740.0,47.87621795332505,11657.499999999978
396,6,14,18,20,6,6,113.19749999999998,22639.5,39.97646178890405,9086.249999999995
397,6,14,18,20,6,9,114.24999999999999,22850.0,56.62016320084238,13981.500000000015
398,6,14,18,20,6,12,164.155,32831.0,40.61742184119703,10091.500000000004
399,6,14,18,20,9,6,57.80249999999998,11560.5,47.099698107109575,16030.500000000015
400,6,14,18,20,9,9,60.35499999999998,12071.0,54.25733490236758,13601.500000000004
401,6,14,18,20,9,12,114.00999999999996,22802.0,44.09346154416014,14879.999999999996
402,6,14,18,20,12,6,67.75249999999998,13550.5,39.01486592218515,13712.750000000022
403,6,14,18,20,12,9,71.67999999999999,14336.0,51.131463424109455,13161.750000000004
404,6,14,18,20,12,12,125.33499999999998,25067.0,37.515688313551124,13077.499999999993
405,6,17,6,8,6,6,107.53124999999999,21506.25,45.562861303561206,10325.000000000011
406,6,17,6,8,6,9,91.72125000000005,18344.25,51.41742727395353,11435.749999999996
407,6,17,6,8,6,12,103.86750000000005,20773.5,47.99819994355759,15732.249999999975
408,6,17,6,8,9,6,149.42125,29884.25,42.28677733257019,9603.750000000013
409,6,17,6,8,9,9,136.1975,27239.5,45.7460410030955,10197.250000000015
410,6,17,6,8,9,12,148.34375,29668.75,41.5337456969265,15141.749999999985
411,6,17,6,8,12,6,134.83750000000006,26967.5,44.14612720498408,10930.250000000025
412,6,17,6,8,12,9,121.61375000000005,24322.75,56.989911826403336,16368.499999999998
413,6,17,6,8,12,12,133.76000000000005,26752.0,53.403696513923116,16368.499999999995
414,6,17,6,11,6,6,109.98250000000003,21996.5,53.39072743069273,16899.500000000004
415,6,17,6,11,6,9,110.09250000000002,22018.5,52.41068968683995,19974.49999999999
416,6,17,6,11,6,12,96.86499999999997,19373.0,62.080205936050746,22187.00000000001
417,6,17,6,11,9,6,151.79500000000002,30359.0,57.054355165428774,16899.499999999985
418,6,17,6,11,9,9,152.28000000000003,30456.0,55.631928438151725,20274.49999999994
419,6,17,6,11,9,12,141.05249999999998,28210.5,65.99895808110833,22487.0
420,6,17,6,11,12,6,136.31750000000005,27263.5,63.78860672614963,16264.49999999999
421,6,17,6,11,12,9,136.3025000000001,27260.5,62.467075083607135,21106.999999999964
422,6,17,6,11,12,12,125.075,25015.0,74.22632831212651,23319.499999999978
423,6,17,6,14,6,6,183.50875000000005,36701.75,49.36304960700528,15277.00000000001
424,6,17,6,14,6,9,170.50000000000003,34100.0,58.673961182753665,22522.000000000015
425,6,17,6,14,6,12,111.71124999999992,22342.25,72.1136896168997,24851.999999999967
426,6,17,6,14,9,6,175.28625000000005,35057.25,47.19749081678825,15386.500000000018
427,6,17,6,14,9,9,162.27750000000003,32455.5,56.526463021704956,22631.500000000015
428,6,17,6,14,9,12,100.73874999999992,20147.75,70.95517954476011,24961.500000000015
429,6,17,6,14,12,6,154.93500000000006,30987.0,48.670978963961524,11192.499999999998
430,6,17,6,14,12,9,149.92625000000004,29985.25,54.5844585368814,22486.750000000015
431,6,17,6,14,12,12,98.26249999999996,19652.5,66.67542051288788,25388.999999999945
432,6,17,6,17,6,6,142.39625000000004,28479.25,53.114805767867054,16852.000000000007
433,6,17,6,17,6,9,147.20375,29440.75,60.83462473738053,24829.500000000044
434,6,17,6,17,6,12,149.74374999999995,29948.75,58.76509692479455,23160.500000000004
435,6,17,6,17,9,6,162.06375000000003,32412.75,51.04708427302439,16636.500000000007
436,6,17,6,17,9,9,155.695,31139.0,60.85419370789299,24614.000000000007
437,6,17,6,17,9,12,164.66124999999988,32932.25,56.8931316637739,22945.000000000047
438,6,17,6,17,12,6,130.50750000000008,26101.5,70.64801161368499,15451.250000000015
439,6,17,6,17,12,9,125.26375,25052.75,71.82025514931227,25192.749999999956
440,6,17,6,17,12,12,141.97999999999996,28396.0,64.46643835616443,23530.24999999999
441,6,17,6,20,6,6,184.47375000000008,36894.75,52.355293010901505,18922.250000000007
442,6,17,6,20,6,9,169.72624999999994,33945.25,62.29597281601714,23787.24999999999
443,6,17,6,20,6,12,152.49249999999995,30498.5,65.62417282593212,16115.000000000004
444,6,17,6,20,9,6,152.84000000000003,30568.0,57.90332372135383,19076.250000000022
445,6,17,6,20,9,9,146.84249999999992,29368.5,66.78508108248532,25708.750000000025
446,6,17,6,20,9,12,142.60874999999993,28521.75,65.08950776015726,23097.49999999997
447,6,17,6,20,12,6,159.13750000000002,31827.5,50.629759812536655,12099.500000000016
448,6,17,6,20,12,9,153.1399999999999,30628.0,57.23263865401529,23267.49999999998
449,6,17,6,20,12,12,141.28124999999997,28256.25,57.18745025297445,20656.25000000001
450,6,17,9,11,6,6,95.88624999999989,19177.25,78.42111790970739,18968.50000000004
451,6,17,9,11,6,9,115.7549999999999,23151.0,83.23906268036481,18027.50000000001
452,6,17,9,11,6,12,94.5212499999999,18904.25,75.96516974855697,19410.999999999993
453,6,17,9,11,9,6,119.3737499999999,23874.75,66.12245924733352,19713.75000000006
454,6,17,9,11,9,9,139.2424999999999,27848.5,67.44987834331434,18781.249999999956
455,6,17,9,11,9,12,118.0087499999999,23601.75,64.64791442821178,20156.250000000004
456,6,17,9,11,12,6,149.53499999999994,29907.0,58.14994057931594,20306.25000000005
457,6,17,9,11,12,9,169.4037499999999,33880.75,58.795189863814024,19373.749999999996
458,6,17,9,11,12,12,149.04499999999987,29809.0,56.923868312757264,20748.74999999997
459,6,17,9,14,6,6,143.33124999999995,28666.25,69.89623359835679,19736.250000000007
460,6,17,9,14,6,9,125.32124999999988,25064.25,70.45581457373135,21133.750000000007
461,6,17,9,14,6,12,106.8674999999999,21373.5,61.03354698833753,20972.500000000015
462,6,17,9,14,9,6,161.01999999999992,32204.0,56.77203688331511,12652.500000000018
463,6,17,9,14,9,9,143.00999999999988,28602.0,54.43575627217887,17526.000000000022
464,6,17,9,14,9,12,124.55624999999986,24911.25,47.49365807629459,17364.75000000001
465,6,17,9,14,12,6,169.74499999999992,33949.0,58.93851439402912,13681.24999999999
466,6,17,9,14,12,9,151.73499999999987,30347.0,54.755183720326826,17409.000000000007
467,6,17,9,14,12,12,133.28124999999986,26656.25,47.697434372904354,17247.74999999999
468,6,17,9,17,6,6,127.1225,25424.5,66.25346971367736,21780.00000000002
469,6,17,9,17,6,9,107.04749999999999,21409.5,68.37065697424474,21867.50000000003
470,6,17,9,17,6,12,141.82874999999996,28365.75,57.65347034540108,19412.499999999996
471,6,17,9,17,9,6,134.2287499999999,26845.75,68.80915533110695,21119.249999999978
472,6,17,9,17,9,9,123.27874999999989,24655.75,67.07282359452834,21206.74999999997
473,6,17,9,17,9,12,158.43499999999992,31687.0,56.30353027721271,18751.75
474,6,17,9,17,12,6,103.85249999999988,20770.5,65.99670720358868,20744.249999999978
475,6,17,9,17,12,9,107.5962499999999,21519.25,64.38047114634283,20831.750000000007
476,6,17,9,17,12,12,142.75249999999988,28550.5,53.978616222884746,18376.749999999964
477,6,17,9,20,6,6,148.11874999999992,29623.75,49.72938058222155,22327.000000000044
478,6,17,9,20,6,9,130.65624999999994,26131.25,59.443520749211096,21898.250000000004
479,6,17,9,20,6,12,167.9474999999999,33589.5,50.26369881538382,18584.499999999978
480,6,17,9,20,9,6,127.12499999999989,25425.0,48.01696288579522,22815.500000000025
481,6,17,9,20,9,9,109.66249999999991,21932.5,56.73672138833802,22386.749999999964
482,6,17,9,20,9,12,146.9537499999999,29390.75,48.173265138599554,19073.000000000033
483,6,17,9,20,12,6,221.49124999999987,44298.25,31.680410073545833,16347.249999999993
484,6,17,9,20,12,9,204.0287499999999,40805.75,33.7054159580329,14070.999999999985
485,6,17,9,20,12,12,241.31999999999988,48264.0,33.00204740671766,13822.00000000003
486,6,17,12,14,6,6,187.48624999999993,37497.25,36.88749682926564,8361.750000000004
487,6,17,12,14,6,9,124.43499999999989,24887.0,51.94705558121176,17435.249999999993
488,6,17,12,14,6,12,109.59749999999985,21919.5,61.03030203867934,18650.24999999999
489,6,17,12,14,9,6,158.98249999999993,31796.5,61.425224396349755,14353.999999999998
490,6,17,12,14,9,9,99.55624999999989,19911.25,54.89106383854606,13334.000000000007
491,6,17,12,14,9,12,81.09374999999986,16218.75,66.25224097510271,15613.500000000024
492,6,17,12,14,12,6,174.5662499999999,34913.25,52.59216274511953,12008.500000000004
493,6,17,12,14,12,9,115.13999999999989,23028.0,46.417159694309966,14926.250000000011
494,6,17,12,14,12,12,101.05249999999985,20210.5,57.607433217189374,13268.000000000018
495,6,17,12,17,6,6,36.45124999999994,7290.25,68.60746578093286,15801.499999999995
496,6,17,12,17,6,9,52.03499999999997,10407.0,54.004078277301545,12646.000000000005
497,6,17,12,17,6,12,31.09999999999995,6220.0,66.18851546850661,14869.250000000004
498,6,17,12,17,9,6,78.30749999999995,15661.5,68.39834443993107,15575.500000000004
499,6,17,12,17,9,9,93.89124999999996,18778.25,54.044716983169074,12515.0
500,6,17,12,17,9,12,65.08124999999995,13016.25,66.76274204317836,14998.250000000013
501,6,17,12,17,12,6,131.82625,26365.25,67.85037878787881,14688.250000000004
502,6,17,12,17,12,9,147.41,29482.0,52.77424771932995,11627.749999999975
503,6,17,12,17,12,12,109.03124999999999,21806.25,66.89288012636759,14292.500000000015
504,6,17,12,20,6,6,140.05624999999992,28011.25,53.980687859390265,12438.500000000002
505,6,17,12,20,6,9,187.73249999999993,37546.5,42.82106597687287,10470.500000000005
506,6,17,12,20,6,12,164.11374999999998,32822.75,36.36041680855413,13347.000000000007
507,6,17,12,20,9,6,176.70999999999998,35342.0,46.58738024446652,10576.500000000013
508,6,17,12,20,9,9,220.76124999999993,44152.25,40.38925029327075,9468.249999999995
509,6,17,12,20,9,12,197.26749999999998,39453.5,35.209269089424296,8622.750000000007
510,6,17,12,20,12,6,163.07249999999996,32614.5,54.04801233344351,12270.250000000015
511,6,17,12,20,12,9,207.12374999999997,41424.75,48.217410554278885,11435.000000000018
512,6,17,12,20,12,12,183.62999999999997,36726.0,37.15938915517362,9167.49999999999
513,6,17,15,17,6,6,63.38499999999991,12677.0,73.42158498065804,15516.000000000007
514,6,17,15,17,6,9,94.77624999999996,18955.25,68.69206257242178,14227.500000000007
515,6,17,15,17,6,12,143.33749999999995,28667.5,63.86032251834688,13226.750000000013
516,6,17,15,17,9,6,67.80499999999995,13561.0,73.54335469827069,15203.250000000007
517,6,17,15,17,9,9,99.19624999999999,19839.25,67.87465177669915,13948.750000000002
518,6,17,15,17,9,12,138.18875,27637.75,61.28702512236479,12740.5
519,6,17,15,17,12,6,26.027499999999993,5205.5,81.64473234039643,17897.75000000001
520,6,17,15,17,12,9,57.41875000000002,11483.75,74.44784019660355,17721.749999999993
521,6,17,15,17,12,12,106.78625000000001,21357.25,72.27958910227782,20229.25000000002
522,6,17,15,20,6,6,102.92999999999996,20586.0,52.6227423675666,10656.499999999989
523,6,17,15,20,6,9,117.54999999999995,23510.0,58.926212609409504,11932.99999999999
524,6,17,15,20,6,12,101.86624999999994,20373.25,50.60932475884251,15739.500000000015
525,6,17,15,20,9,6,108.21374999999993,21642.75,52.2980630347024,10590.749999999996
526,6,17,15,20,9,9,122.83374999999997,24566.75,58.56449761119953,11859.749999999985
527,6,17,15,20,9,12,107.14999999999992,21430.0,49.37247158187455,16689.499999999993
528,6,17,15,20,12,6,126.69749999999993,25339.5,47.745813304703574,14675.749999999978
529,6,17,15,20,12,9,144.69249999999997,28938.5,50.874036577649406,16683.250000000036
530,6,17,15,20,12,12,129.0087499999999,25801.75,45.81279043409272,16168.250000000007
531,6,17,18,20,6,6,106.86499999999997,21373.0,44.47793430256925,13797.5
532,6,17,18,20,6,9,118.57124999999994,23714.25,42.31420926327737,13797.500000000004
533,6,17,18,20,6,12,138.22124999999994,27644.25,29.571435868621354,7236.499999999993
534,6,17,18,20,9,6,89.38249999999994,17876.5,46.50915631131461,14222.50000000002
535,6,17,18,20,9,9,101.08874999999993,20217.75,44.215598647650914,14222.500000000011
536,6,17,18,20,9,12,120.73874999999991,24147.75,30.762412261263115,7461.500000000018
537,6,17,18,20,12,6,102.32624999999993,20465.25,42.30523627075355,13912.500000000011
538,6,17,18,20,12,9,115.40749999999993,23081.5,40.35854926788943,13912.500000000018
539,6,17,18,20,12,12,135.05749999999992,27011.5,29.01290288323698,6830.000000000022
540,9,11,6,8,6,6,-39.80624999999993,-7961.25,96.62604940508544,31996.749999999964
541,9,11,6,8,6,9,81.7550000000002,16351.0,71.32975604687579,24027.25
542,9,11,6,8,6,12,68.0162500000002,13603.25,75.8730223929131,27707.500000000007
543,9,11,6,8,9,6,139.9850000000001,27997.0,74.07941207021919,28526.499999999956
544,9,11,6,8,9,9,178.76875000000015,35753.75,51.92830472420199,20200.499999999975
545,9,11,6,8,9,12,164.15500000000014,32831.0,55.94563212895288,22525.250000000004
546,9,11,6,8,12,6,68.25875000000016,13651.75,83.20042850925645,31066.000000000022
547,9,11,6,8,12,9,99.77250000000019,19954.5,63.79436289711259,23143.00000000003
548,9,11,6,8,12,12,97.54750000000018,19509.5,61.73092622251024,24764.749999999956
549,9,11,6,11,6,6,138.36375000000015,27672.75,80.16799488711213,30731.99999999999
550,9,11,6,11,6,9,68.14500000000018,13629.0,85.96846982369576,35717.749999999985
551,9,11,6,11,6,12,61.2850000000002,12257.0,85.29939886017638,32777.99999999999
552,9,11,6,11,9,6,134.98000000000013,26996.0,85.27254781924265,34126.49999999994
553,9,11,6,11,9,9,62.51125000000015,12502.25,90.81287833057841,40243.49999999996
554,9,11,6,11,9,12,66.92125000000017,13384.25,87.46841898553866,37303.74999999997
555,9,11,6,11,12,6,-25.489999999999963,-5098.0,97.00918699421132,33684.49999999993
556,9,11,6,11,12,9,-26.64749999999996,-5329.5,97.08979992374476,38833.24999999993
557,9,11,6,11,12,12,-26.78124999999993,-5356.25,97.08360046159761,37857.75000000005
558,9,11,6,14,6,6,-32.7849999999999,-6557.0,96.48446550816217,34354.499999999985
559,9,11,6,14,6,9,94.48000000000019,18896.0,83.07714285714283,29076.999999999993
560,9,11,6,14,6,12,128.98125000000007,25796.25,92.8210815910581,32220.750000000004
561,9,11,6,14,9,6,-45.44749999999998,-9089.5,97.77840550330666,29422.500000000007
562,9,11,6,14,9,9,16.040000000000127,3208.0,94.787193103979,30789.249999999935
563,9,11,6,14,9,12,-49.36625,-9873.25,99.59950145409226,29966.999999999975
564,9,11,6,14,12,6,87.00625000000016,17401.25,78.95958851293523,23295.249999999996
565,9,11,6,14,12,9,48.041250000000105,9608.25,77.56229743371765,25546.50000000004
566,9,11,6,14,12,12,66.35125000000002,13270.25,87.79410194712945,26726.5
567,9,11,6,17,6,6,31.583750000000155,6316.75,89.48554315661875,31374.75000000003
568,9,11,6,17,6,9,113.70875000000011,22741.75,74.07908140807162,29451.249999999975
569,9,11,6,17,6,12,122.31500000000007,24463.0,73.3169650426057,29189.499999999993
570,9,11,6,17,9,6,-31.528749999999956,-6305.75,99.22052294030584,30168.000000000007
571,9,11,6,17,9,9,125.64375000000008,25128.75,76.4748760478342,27802.249999999993
572,9,11,6,17,9,12,144.69375000000005,28938.75,77.50519926998003,27391.499999999993
573,9,11,6,17,12,6,-33.81749999999993,-6763.5,99.59571551383625,32148.749999999993
574,9,11,6,17,12,9,78.54500000000003,15709.0,72.62810955034132,27764.999999999956
575,9,11,6,17,12,12,97.72374999999997,19544.75,79.70068845577994,30475.749999999945
576,9,11,6,20,6,6,99.09250000000007,19818.5,93.05873214516893,32346.750000000015
577,9,11,6,20,6,9,148.72750000000005,29745.5,74.33386230387703,27988.000000000044
578,9,11,6,20,6,12,81.97625000000002,16395.25,98.521136182973,31294.49999999998
579,9,11,6,20,9,6,-56.63500000000001,-11327.0,99.01468618839921,33086.500000000015
580,9,11,6,20,9,9,162.07875000000007,32415.75,94.17352322116834,34451.499999999985
581,9,11,6,20,9,12,-51.10500000000001,-10221.0,98.38298083196385,29782.249999999993
582,9,11,6,20,12,6,-37.366250000000015,-7473.25,98.07720131892569,32198.500000000015
583,9,11,6,20,12,9,109.50000000000004,21900.0,86.79612189904714,31244.000000000015
584,9,11,6,20,12,12,-37.96125000000003,-7592.25,96.64552198688318,29214.25000000001
585,9,11,9,11,6,6,-50.75374999999996,-10150.75,93.79175724235836,26426.999999999967
586,9,11,9,11,6,9,-27.279999999999998,-5456.0,96.81989924433255,30750.000000000036
587,9,11,9,11,6,12,-41.47250000000005,-8294.5,96.07111656789372,30516.750000000025
588,9,11,9,11,9,6,-46.90999999999996,-9382.0,96.28981134786162,26809.249999999953
589,9,11,9,11,9,9,-41.56000000000001,-8312.0,96.070213586785,27392.499999999996
590,9,11,9,11,9,12,-42.12500000000007,-8425.0,96.26473963038018,29573.250000000036
591,9,11,9,11,12,6,-44.178750000000015,-8835.75,93.82183075466963,24286.24999999999
592,9,11,9,11,12,9,-27.03874999999999,-5407.75,93.80367826279641,26458.49999999998
593,9,11,9,11,12,12,75.43749999999996,15087.5,99.12323854259239,31231.74999999997
594,9,11,9,14,6,6,81.20374999999993,16240.75,89.71352157588855,26164.50000000001
595,9,11,9,14,6,9,-59.477500000000006,-11895.5,94.91452493433617,26469.999999999985
596,9,11,9,14,6,12,-47.098750000000045,-9419.75,98.8145286198152,29028.250000000036
597,9,11,9,14,9,6,109.52749999999986,21905.5,74.21743468229724,23804.500000000036
598,9,11,9,14,9,9,-45.66875000000004,-9133.75,95.7464997601082,27439.74999999997
599,9,11,9,14,9,12,-36.811250000000115,-7362.25,95.15672596838448,26395.999999999985
600,9,11,9,14,12,6,182.71375,36542.75,57.91515554335418,20041.250000000044
601,9,11,9,14,12,9,128.57624999999996,25715.25,72.15364366321134,23161.49999999997
602,9,11,9,14,12,12,145.67999999999998,29136.0,71.26878713736455,22428.999999999956
603,9,11,9,17,6,6,-36.91125000000003,-7382.25,95.83218818203866,29638.499999999985
604,9,11,9,17,6,9,-36.60875000000005,-7321.75,95.34282473157054,27105.25000000001
605,9,11,9,17,6,12,-45.680000000000085,-9136.0,96.24694828067717,26709.250000000007
606,9,11,9,17,9,6,97.63875,19527.75,94.23011787020728,27820.499999999924
607,9,11,9,17,9,9,-46.469999999999985,-9294.0,93.39940467559936,27376.99999999998
608,9,11,9,17,9,12,67.93,13586.0,93.3268589350676,29309.99999999999
609,9,11,9,17,12,6,-43.047500000000014,-8609.5,95.5067939942388,25778.000000000004
610,9,11,9,17,12,9,-50.44874999999999,-10089.75,88.3601586190809,22727.99999999994
611,9,11,9,17,12,12,-58.18999999999996,-11638.0,95.6273919802187,26298.249999999996
612,9,11,9,20,6,6,136.08249999999995,27216.5,66.22372681778035,28120.24999999996
613,9,11,9,20,6,9,45.20999999999996,9042.0,90.62293838237233,27473.249999999996
614,9,11,9,20,6,12,51.10874999999996,10221.75,78.65007985206354,23392.499999999985
615,9,11,9,20,9,6,-47.03875000000001,-9407.75,95.5419119836888,31278.749999999935
616,9,11,9,20,9,9,-57.17000000000005,-11434.0,97.4100044219437,26985.25000000004
617,9,11,9,20,9,12,-49.157500000000056,-9831.5,96.77413389794468,26167.000000000015
618,9,11,9,20,12,6,194.9525,38990.5,74.95115980018792,30308.74999999993
619,9,11,9,20,12,9,-42.34500000000004,-8469.0,98.16894445033017,27798.499999999978
620,9,11,9,20,12,12,114.1275,22825.5,89.02767102229053,25481.50000000001
621,9,11,12,14,6,6,49.14499999999991,9829.0,92.9699849875228,23378.000000000022
622,9,11,12,14,6,9,-78.78750000000011,-15757.5,98.86063793087382,26507.750000000033
623,9,11,12,14,6,12,-82.07000000000009,-16414.0,96.48345696683663,24940.25000000003
624,9,11,12,14,9,6,-80.91375000000005,-16182.75,96.31570509609026,24031.249999999996
625,9,11,12,14,9,9,-64.71625000000004,-12943.25,95.59433515050962,24198.750000000025
626,9,11,12,14,9,12,-87.47625,-17495.25,95.45839237915291,24250.250000000007
627,9,11,12,14,12,6,104.80374999999987,20960.75,59.8686260681308,18251.25
628,9,11,12,14,12,9,92.16999999999985,18434.0,57.62104143052119,18681.74999999998
629,9,11,12,14,12,12,43.80624999999985,8761.25,84.67867579562595,25137.50000000003
630,9,11,12,17,6,6,-86.91624999999999,-17383.25,91.71392239749802,20014.50000000001
631,9,11,12,17,6,9,-70.36250000000001,-14072.5,98.10647890177803,24209.000000000004
632,9,11,12,17,6,12,-67.91000000000005,-13582.0,96.03343404627498,24156.250000000007
633,9,11,12,17,9,6,-91.76250000000002,-18352.5,98.64141576445297,22253.750000000015
634,9,11,12,17,9,9,-59.315000000000005,-11863.0,94.15867394619058,23929.249999999996
635,9,11,12,17,9,12,-62.90875000000008,-12581.75,92.12393803098455,23042.500000000022
636,9,11,12,17,12,6,-92.39500000000001,-18479.0,96.68480240142145,21902.250000000036
637,9,11,12,17,12,9,-78.645,-15729.0,96.95766806825647,24730.750000000036
638,9,11,12,17,12,12,-79.48875000000002,-15897.75,96.91800601461833,24331.75
639,9,11,12,20,6,6,61.62999999999993,12326.0,99.78903568893949,25661.000000000015
640,9,11,12,20,6,9,-54.57375000000005,-10914.75,96.27316316965894,26704.250000000033
641,9,11,12,20,6,12,83.98374999999994,16796.75,85.71541467269618,24404.25000000007
642,9,11,12,20,9,6,58.551250000000024,11710.25,81.55449056072985,20293.000000000015
643,9,11,12,20,9,9,78.96750000000003,15793.5,84.68528739477063,22785.000000000022
644,9,11,12,20,9,12,74.15500000000003,14831.0,69.20474681845027,19331.999999999985
645,9,11,12,20,12,6,14.974999999999966,2995.0,83.84302132075105,21412.249999999993
