,period_me1,period_me2,period_sig,period_band,return,pnl,drawdown (%),drawdown (abs)
106,6,10,8,8,66.73874999999995,13347.75,55.420779261537525,17659.000000000004
107,6,10,8,10,123.57249999999993,24714.5,60.59234284966904,20847.249999999985
108,6,10,8,12,46.54999999999993,9310.0,48.3402921085889,15108.999999999995
109,6,10,8,14,76.08124999999994,15216.25,43.82238203466871,16148.0
110,6,10,8,16,103.01500000000003,20603.0,47.38152445876561,19079.00000000002
111,6,10,8,18,138.08750000000003,27617.5,44.6353850818678,14720.750000000025
112,6,10,10,6,184.5825,36916.5,30.084348641049672,10272.000000000007
113,6,10,10,8,54.107499999999945,10821.5,56.665650520641165,17659.00000000002
114,6,10,10,10,112.57249999999992,22514.5,61.170162041621744,20847.249999999964
115,6,10,10,12,62.04999999999994,12410.0,48.848224244677596,15109.00000000001
116,6,10,10,14,87.33124999999993,17466.25,37.391867480145855,13713.000000000015
117,6,10,10,16,116.82125,23364.25,39.5900674033426,15799.999999999993
118,6,10,10,18,137.33750000000003,27467.5,45.0451346389229,14720.750000000015
119,6,10,12,6,184.54125,36908.25,29.885876799313326,10271.999999999985
120,6,10,12,8,45.441249999999954,9088.25,57.046866040493974,17658.999999999993
121,6,10,12,10,100.85499999999996,20171.0,54.39949235207745,18431.499999999985
122,6,10,12,12,56.83249999999996,11366.5,46.04235932443292,15614.0
123,6,10,12,14,87.03999999999995,17408.0,36.08031031886794,14138.250000000015
124,6,10,12,16,113.78000000000002,22756.0,36.91243808989814,15799.999999999993
125,6,10,12,18,134.29625000000001,26859.25,44.309586279183094,16592.500000000004
126,6,10,14,6,191.04125000000002,38208.25,29.226862422910312,10272.000000000007
127,6,10,14,8,56.32874999999995,11265.75,57.47930900405489,18109.000000000007
128,6,10,14,10,119.24249999999994,23848.5,53.53053504396379,18431.499999999993
129,6,10,14,12,96.33249999999997,19266.5,44.51952754670715,15613.999999999985
130,6,10,14,14,128.53999999999994,25708.0,32.85000805542126,13253.499999999993
131,6,10,14,16,153.03,30606.0,35.82847683620944,15800.000000000011
132,6,10,14,18,155.28500000000003,31057.0,43.48509765637796,16592.50000000002
133,6,10,16,6,170.42250000000004,34084.5,34.58079378761638,11333.249999999978
134,6,10,16,8,53.70374999999994,10740.75,55.34937073404872,17009.000000000022
135,6,10,16,10,126.41749999999996,25283.5,50.1991597840223,18431.50000000001
136,6,10,16,12,97.00749999999996,19401.5,42.975593308974815,15614.000000000007
137,6,10,16,14,126.03999999999998,25208.0,32.34888517347845,13253.5
138,6,10,16,16,145.22375000000002,29044.75,35.9395169774411,15800.00000000003
139,6,10,16,18,156.28500000000003,31257.0,42.78429931604427,16592.500000000004
140,6,10,18,6,175.79750000000004,35159.5,33.47263960777649,11333.249999999982
141,6,10,18,8,57.078749999999935,11415.75,53.68039188873968,16684.00000000001
142,6,10,18,10,140.79249999999996,28158.5,46.565652099768165,18431.499999999993
143,6,10,18,12,108.38249999999998,21676.5,40.453659263289495,15614.000000000025
144,6,10,18,14,124.78999999999996,24958.0,32.54748836581081,13253.500000000018
145,6,10,18,16,156.59875000000002,31319.75,34.17860484232957,15800.000000000036
146,6,10,18,18,164.22875000000008,32845.75,40.42341963736471,16592.50000000001
147,6,12,6,6,127.52624999999999,25505.25,36.44835016401878,11333.249999999985
148,6,12,6,8,25.863749999999964,5172.75,66.6038056084636,17659.000000000015
149,6,12,6,10,82.45749999999995,16491.5,74.57231517666311,20847.24999999999
150,6,12,6,12,-0.07500000000005912,-15.0,62.7445604277237,16018.999999999987
151,6,12,6,14,33.20624999999995,6641.25,57.273877034800705,17548.000000000015
152,6,12,6,16,73.26500000000003,14653.0,53.94558258187836,18978.999999999956
153,6,12,6,18,116.33750000000003,23267.5,50.03653976886472,14720.75000000001
154,6,12,8,6,181.08249999999998,36216.5,30.08434864104967,10271.999999999993
155,6,12,8,8,60.48249999999994,12096.5,56.214684769287125,17659.000000000015
156,6,12,8,10,116.19749999999993,23239.5,60.724714723680684,20847.24999999998
157,6,12,8,12,60.92499999999994,12185.0,48.45656740591077,15109.000000000011
158,6,12,8,14,86.20624999999995,17241.25,37.13869799248457,13713.000000000036
159,6,12,8,16,115.69624999999999,23139.25,39.34360915361441,15800.000000000018
160,6,12,8,18,134.71250000000003,26942.5,44.70315821439418,14720.750000000007
161,6,12,10,6,184.54125,36908.25,29.885876799313326,10271.999999999985
162,6,12,10,8,45.441249999999954,9088.25,57.046866040493974,17658.999999999993
163,6,12,10,10,100.85499999999996,20171.0,54.39949235207745,18431.499999999985
164,6,12,10,12,56.83249999999996,11366.5,46.04235932443292,15614.0
165,6,12,10,14,87.03999999999995,17408.0,36.08031031886794,14138.250000000015
166,6,12,10,16,113.78000000000002,22756.0,36.91243808989814,15799.999999999993
167,6,12,10,18,134.29625000000001,26859.25,44.309586279183094,16592.500000000004
168,6,12,12,6,188.29125,37658.25,29.102654002252383,10271.999999999996
169,6,12,12,8,58.32874999999994,11665.75,53.98782742558783,17009.000000000015
170,6,12,12,10,121.24249999999996,24248.5,51.87332456183555,18431.499999999996
171,6,12,12,12,98.33249999999997,19666.5,43.16568640325114,15614.0
172,6,12,12,14,130.53999999999996,26108.0,31.978139966944518,13253.499999999996
173,6,12,12,16,155.03,31006.0,34.95652558684928,15800.000000000011
174,6,12,12,18,160.78500000000005,32157.0,42.266616569125034,16592.500000000015
175,6,12,14,6,175.79750000000004,35159.5,33.47263960777649,11333.249999999982
176,6,12,14,8,55.453749999999935,11090.75,54.72607202323021,17009.000000000007
177,6,12,14,10,140.79249999999996,28158.5,46.565652099768165,18431.499999999993
178,6,12,14,12,108.38249999999998,21676.5,40.453659263289495,15614.000000000025
179,6,12,14,14,124.78999999999996,24958.0,32.54748836581081,13253.500000000018
180,6,12,14,16,156.59875000000002,31319.75,34.17860484232957,15800.000000000036
181,6,12,14,18,167.66,33532.0,40.42341963736471,16592.50000000001
182,6,12,16,6,176.54750000000004,35309.5,33.081812410149354,11333.25
183,6,12,16,8,57.82874999999994,11565.75,52.73556352369012,16508.999999999993
184,6,12,16,10,144.04249999999996,28808.5,46.27338743590229,18431.500000000025
185,6,12,16,12,109.25749999999998,21851.5,40.19332127756788,15614.000000000004
186,6,12,16,14,124.78999999999996,24958.0,32.34888517347845,13253.499999999982
187,6,12,16,16,154.22375000000002,30844.75,34.53265272092556,16049.999999999989
188,6,12,16,18,164.22875000000008,32845.75,40.17870655681136,16592.500000000015
189,6,12,18,6,176.42250000000004,35284.5,33.081812410149354,11333.25
190,6,12,18,8,55.70624999999993,11141.25,52.525831006753066,16509.0
191,6,12,18,10,141.79499999999996,28359.0,46.12862657748692,18431.50000000001
192,6,12,18,12,94.22125,18844.25,41.046806608919674,15614.000000000007
193,6,12,18,14,114.62874999999997,22925.75,33.54233759988864,13253.5
194,6,12,18,16,145.18500000000003,29037.0,33.65171035095509,15149.999999999964
195,6,12,18,18,155.19000000000005,31038.0,41.6488867692462,16592.500000000004
196,6,14,6,6,157.02625000000003,31405.25,32.29398187724394,11333.249999999982
197,6,14,6,8,60.73874999999995,12147.75,55.07508537745416,17659.0
198,6,14,6,10,117.57249999999992,23514.5,60.24215628905603,20847.249999999993
199,6,14,6,12,39.54999999999993,7910.0,51.25177968677514,16018.999999999993
200,6,14,6,14,69.08124999999995,13816.25,47.62169680111267,17548.000000000015
201,6,14,6,16,96.01500000000004,19203.0,50.85833845542537,20479.00000000001
202,6,14,6,18,131.08750000000003,26217.5,47.541738072025055,19627.250000000036
203,6,14,8,6,182.8325,36566.5,29.974612623654036,10272.000000000004
204,6,14,8,8,54.73249999999994,10946.5,56.43926682327373,17659.000000000007
205,6,14,8,10,112.57249999999992,22514.5,53.8696478152857,18431.5
206,6,14,8,12,62.049999999999926,12410.0,45.94312280237162,15614.000000000015
207,6,14,8,14,87.33124999999993,17466.25,36.04512572102364,14138.250000000015
208,6,14,8,16,116.19625000000002,23239.25,37.3222468937497,15800.000000000004
209,6,14,8,18,136.71250000000003,27342.5,44.872791686667966,16592.5
210,6,14,10,6,191.04125000000002,38208.25,29.226862422910312,10272.000000000007
211,6,14,10,8,56.32874999999995,11265.75,57.47930900405489,18109.000000000007
212,6,14,10,10,119.24249999999994,23848.5,53.53053504396379,18431.499999999993
213,6,14,10,12,96.33249999999997,19266.5,44.51952754670715,15613.999999999985
214,6,14,10,14,128.53999999999994,25708.0,32.85000805542126,13253.499999999993
215,6,14,10,16,153.03,30606.0,35.82847683620944,15800.000000000011
216,6,14,10,18,155.28500000000003,31057.0,43.48509765637796,16592.50000000002
217,6,14,12,6,175.79750000000004,35159.5,33.47263960777649,11333.249999999982
218,6,14,12,8,55.453749999999935,11090.75,54.72607202323021,17009.000000000007
219,6,14,12,10,140.79249999999996,28158.5,46.565652099768165,18431.499999999993
220,6,14,12,12,108.38249999999998,21676.5,40.453659263289495,15614.000000000025
221,6,14,12,14,124.78999999999996,24958.0,32.54748836581081,13253.500000000018
222,6,14,12,16,156.59875000000002,31319.75,34.17860484232957,15800.000000000036
223,6,14,12,18,167.66,33532.0,40.42341963736471,16592.50000000001
224,6,14,14,6,176.54750000000004,35309.5,33.081812410149354,11333.25
225,6,14,14,8,58.453749999999935,11690.75,52.525831006753066,16509.0
226,6,14,14,10,144.66749999999996,28933.5,46.12862657748692,18431.50000000001
227,6,14,14,12,109.88249999999996,21976.5,40.064404800851925,15614.000000000036
228,6,14,14,14,125.41499999999996,25083.0,32.250489712985605,13253.499999999989
229,6,14,14,16,154.84875000000005,30969.75,34.440027680769916,16050.000000000007
230,6,14,14,18,164.85375000000008,32970.75,40.0574577365756,16592.500000000025
231,6,14,16,6,199.42250000000004,39884.5,31.41297041846537,11333.249999999985
232,6,14,16,8,74.08124999999993,14816.25,51.1031488689919,16509.000000000015
233,6,14,16,10,151.28499999999997,30257.0,46.22656138544466,18631.49999999999
234,6,14,16,12,107.72125,21544.25,40.58566130708722,15814.000000000015
235,6,14,16,14,125.62874999999995,25125.75,33.686174108456335,13453.500000000022
236,6,14,16,16,159.56000000000003,31912.0,29.238168105803897,13375.000000000007
237,6,14,16,18,169.56500000000008,33913.0,40.70380728093415,16592.500000000004
238,6,14,18,6,205.79750000000004,41159.5,30.340733403385222,11333.249999999996
239,6,14,18,8,81.83124999999993,16366.25,51.1031488689919,16509.000000000015
240,6,14,18,10,161.23499999999999,32247.0,46.63150188650909,18631.5
241,6,14,18,12,114.42124999999999,22884.25,41.0332256516042,15814.000000000004
242,6,14,18,14,128.57874999999996,25715.75,34.50699258100299,13453.499999999993
243,6,14,18,16,162.51000000000005,32502.0,29.005373396205698,13225.0
244,6,14,18,18,172.51500000000004,34503.0,41.67503893102927,16592.5
245,6,16,6,6,173.90125,34780.25,32.225113025676,11333.249999999985
246,6,16,6,8,58.98249999999994,11796.5,55.770840241918954,17659.000000000004
247,6,16,6,10,122.07249999999992,24414.5,60.46054682685269,20847.249999999993
248,6,16,6,12,58.79999999999994,11760.0,51.12909146039802,16018.999999999993
249,6,16,6,14,81.58124999999994,16316.25,40.93029554148751,15113.000000000011
250,6,16,6,16,108.89000000000004,21778.0,45.17578724016849,18043.99999999999
251,6,16,6,18,133.21250000000003,26642.5,47.599386432395384,19627.249999999996
252,6,16,8,6,175.86000000000004,35172.0,33.39619722563959,11333.249999999982
253,6,16,8,8,43.941249999999954,8788.25,57.371203937589854,17658.999999999993
254,6,16,8,10,101.78124999999996,20356.25,54.6819257270428,18431.500000000007
255,6,16,8,12,55.383749999999935,11076.75,46.640629083930115,15613.999999999982
256,6,16,8,14,87.78999999999995,17558.0,34.97567773319047,13553.249999999989
257,6,16,8,16,111.34875000000004,22269.75,37.7089118094242,16058.999999999956
258,6,16,8,18,137.17125000000004,27434.25,44.309586279183094,16592.500000000004
259,6,16,10,6,170.42250000000004,34084.5,34.58079378761638,11333.249999999978
260,6,16,10,8,53.70374999999994,10740.75,55.34937073404872,17009.000000000022
261,6,16,10,10,126.41749999999996,25283.5,50.1991597840223,18431.50000000001
262,6,16,10,12,97.00749999999996,19401.5,42.975593308974815,15614.000000000007
263,6,16,10,14,126.03999999999998,25208.0,32.34888517347845,13253.5
264,6,16,10,16,145.22375000000002,29044.75,35.9395169774411,15800.00000000003
265,6,16,10,18,156.28500000000003,31257.0,42.78429931604427,16592.500000000004
266,6,16,12,6,176.54750000000004,35309.5,33.081812410149354,11333.25
267,6,16,12,8,57.82874999999994,11565.75,52.73556352369012,16508.999999999993
268,6,16,12,10,144.04249999999996,28808.5,46.27338743590229,18431.500000000025
269,6,16,12,12,109.25749999999998,21851.5,40.19332127756788,15614.000000000004
270,6,16,12,14,124.78999999999996,24958.0,32.34888517347845,13253.499999999982
271,6,16,12,16,154.22375000000002,30844.75,34.53265272092556,16049.999999999989
272,6,16,12,18,164.22875000000008,32845.75,40.17870655681136,16592.500000000015
273,6,16,14,6,199.42250000000004,39884.5,31.41297041846537,11333.249999999985
274,6,16,14,8,74.08124999999993,14816.25,51.1031488689919,16509.000000000015
275,6,16,14,10,151.28499999999997,30257.0,46.22656138544466,18631.49999999999
276,6,16,14,12,107.72125,21544.25,40.58566130708722,15814.000000000015
277,6,16,14,14,125.62874999999995,25125.75,33.686174108456335,13453.500000000022
278,6,16,14,16,159.56000000000003,31912.0,29.238168105803897,13375.000000000007
279,6,16,14,18,169.56500000000008,33913.0,40.70380728093415,16592.500000000004
280,6,16,16,6,205.79750000000004,41159.5,30.340733403385222,11333.249999999996
281,6,16,16,8,81.23249999999994,16246.5,51.1031488689919,16509.000000000015
282,6,16,16,10,160.63624999999996,32127.25,46.63150188650909,18631.5
283,6,16,16,12,122.92124999999999,24584.25,41.0332256516042,15814.000000000004
284,6,16,16,14,137.07874999999996,27415.75,34.50699258100299,13453.499999999993
285,6,16,16,16,171.01000000000005,34202.0,26.190954998435885,11721.500000000007
286,6,16,16,18,178.26500000000004,35653.0,41.67503893102927,16592.5
287,6,16,18,6,213.17249999999999,42634.5,28.945872947967246,11333.249999999993
288,6,16,18,8,82.06374999999993,16412.75,49.0295947611482,16509.00000000002
289,6,16,18,10,166.38624999999993,33277.25,43.69514361599213,18631.5
290,6,16,18,12,130.54624999999993,26109.25,38.36068357408821,15813.999999999985
291,6,16,18,14,144.70374999999993,28940.75,32.283686581759056,13453.49999999997
292,6,16,18,16,182.59125,36518.25,24.41557835276544,10460.000000000004
293,6,16,18,18,192.14,38428.0,39.019142131502186,16592.499999999996
294,6,18,6,6,169.58875000000003,33917.75,33.044917119822706,11333.249999999989
295,6,18,6,8,49.98249999999994,9996.5,56.20904195682728,17797.75
296,6,18,6,10,105.19749999999992,21039.5,61.963559377333745,21365.499999999993
297,6,18,6,12,54.67499999999994,10935.0,51.12909146039802,16018.999999999993
298,6,18,6,14,79.20624999999994,15841.25,40.93029554148751,15113.000000000011
299,6,18,6,16,103.39000000000003,20678.0,45.17578724016849,18043.99999999999
300,6,18,6,18,127.71250000000003,25542.5,47.599386432395384,19627.249999999996
301,6,18,8,6,174.7975,34959.5,34.397122760692895,11333.249999999985
302,6,18,8,8,56.07874999999994,11215.75,56.95487054611722,17659.000000000007
303,6,18,8,10,116.74249999999995,23348.5,54.31933218887915,18431.5
304,6,18,8,12,93.83249999999997,18766.5,45.16338971284775,15614.000000000007
305,6,18,8,14,131.16499999999996,26233.0,33.26222534539661,13253.5
306,6,18,8,16,150.34875000000002,30069.75,37.52387739723217,16058.999999999953
307,6,18,8,18,157.91000000000003,31582.0,44.06248547737124,16592.50000000001
308,6,18,10,6,175.79750000000004,35159.5,33.47263960777649,11333.249999999982
309,6,18,10,8,57.078749999999935,11415.75,53.68039188873968,16684.00000000001
310,6,18,10,10,140.79249999999996,28158.5,46.565652099768165,18431.499999999993
311,6,18,10,12,108.38249999999998,21676.5,40.453659263289495,15614.000000000025
312,6,18,10,14,124.78999999999996,24958.0,32.54748836581081,13253.500000000018
313,6,18,10,16,156.59875000000002,31319.75,34.17860484232957,15800.000000000036
314,6,18,10,18,164.22875000000008,32845.75,40.42341963736471,16592.50000000001
315,6,18,12,6,176.42250000000004,35284.5,33.081812410149354,11333.25
316,6,18,12,8,55.70624999999993,11141.25,52.525831006753066,16509.0
317,6,18,12,10,141.79499999999996,28359.0,46.12862657748692,18431.50000000001
318,6,18,12,12,94.22125,18844.25,41.046806608919674,15614.000000000007
319,6,18,12,14,114.62874999999997,22925.75,33.54233759988864,13253.5
320,6,18,12,16,145.18500000000003,29037.0,33.65171035095509,15149.999999999964
321,6,18,12,18,155.19000000000005,31038.0,41.6488867692462,16592.500000000004
322,6,18,14,6,205.79750000000004,41159.5,30.340733403385222,11333.249999999996
323,6,18,14,8,81.83124999999993,16366.25,51.1031488689919,16509.000000000015
324,6,18,14,10,161.23499999999999,32247.0,46.63150188650909,18631.5
325,6,18,14,12,114.42124999999999,22884.25,41.0332256516042,15814.000000000004
326,6,18,14,14,128.57874999999996,25715.75,34.50699258100299,13453.499999999993
327,6,18,14,16,162.51000000000005,32502.0,29.005373396205698,13225.0
328,6,18,14,18,172.51500000000004,34503.0,41.67503893102927,16592.5
329,6,18,16,6,213.17249999999999,42634.5,28.945872947967246,11333.249999999993
330,6,18,16,8,82.06374999999993,16412.75,49.0295947611482,16509.00000000002
331,6,18,16,10,166.38624999999993,33277.25,43.69514361599213,18631.5
332,6,18,16,12,130.54624999999993,26109.25,38.36068357408821,15813.999999999985
333,6,18,16,14,144.70374999999993,28940.75,32.283686581759056,13453.49999999997
334,6,18,16,16,182.59125,36518.25,24.41557835276544,10460.000000000004
335,6,18,16,18,192.14,38428.0,39.019142131502186,16592.499999999996
336,6,18,18,6,207.17249999999999,41434.5,28.945872947967246,11333.249999999993
337,6,18,18,8,76.56374999999994,15312.75,49.47035644187411,16509.00000000001
338,6,18,18,10,167.63624999999993,33527.25,42.52335115457694,18631.49999999998
339,6,18,18,12,129.04624999999993,25809.25,37.92371611170397,15813.999999999996
340,6,18,18,14,143.20374999999993,28640.75,31.91985337295581,13453.499999999967
341,6,18,18,16,180.46625,36093.25,24.914325737298906,12450.0
342,6,18,18,18,191.515,38303.0,38.32074643756206,16592.500000000004
343,8,6,6,6,245.7687499999998,49153.75,17.910723841107696,6777.999999999982
344,8,6,6,8,163.32124999999988,32664.25,29.17228506321067,12385.750000000007
345,8,6,6,10,309.4124999999999,61882.5,28.32033422740811,17183.999999999985
346,8,6,6,12,279.90624999999994,55981.25,24.769100882868315,14595.750000000022
347,8,6,6,14,1924.7712499999998,384954.25,19.87620993852543,5908.749999999989
348,8,6,6,16,1926.3124999999998,385262.5,17.968726664476183,6015.749999999978
349,8,6,6,18,1912.67,382534.0,25.733714398344333,16319.999999999985
350,8,6,8,6,240.21124999999995,48042.25,20.18248449154801,7393.500000000011
351,8,6,8,8,190.4687499999999,38093.75,24.442888611874796,10735.499999999985
352,8,6,8,10,331.38999999999993,66278.0,24.129740582069946,15263.75
353,8,6,8,12,316.75624999999997,63351.25,22.30304438763652,4798.499999999996
354,8,6,8,14,1948.51875,389703.75,17.271996439799615,6015.750000000015
355,8,6,8,16,1925.9550000000002,385191.0,16.561934324906577,6015.75
356,8,6,8,18,1912.89375,382578.75,24.638239090559118,16319.999999999956
357,8,6,10,6,226.61374999999987,45322.75,18.72158667095891,5960.999999999993
358,8,6,10,8,144.26499999999993,28853.0,35.91002215996994,21471.499999999993
359,8,6,10,10,319.3687499999999,63873.75,26.24700688255799,15263.749999999985
360,8,6,10,12,328.6862499999999,65737.25,22.413857654532034,13469.999999999993
361,8,6,10,14,1972.19875,394439.75,17.618503712164458,6015.749999999989
362,8,6,10,16,1946.40125,389280.25,17.273412702106487,9278.499999999993
363,8,6,10,18,1927.73875,385547.75,25.010056893281973,16319.999999999993
364,8,6,12,6,181.09124999999992,36218.25,20.137738234531923,6410.999999999996
