,period_me1,period_me2,period_sig,period_band,return,pnl,drawdown (%),drawdown (abs)
609,8,16,12,6,197.5475,39509.5,31.46529884155946,11333.249999999989
610,8,16,12,8,82.98249999999993,16596.5,48.40603719368727,16509.00000000004
611,8,16,12,10,167.63624999999993,33527.25,43.85972139666548,18631.500000000036
612,8,16,12,12,133.04624999999993,26609.25,38.51014866855799,15814.000000000004
613,8,16,12,14,153.07874999999993,30615.75,31.516067255828666,13453.500000000007
614,8,16,12,16,196.01,39202.0,23.747762922412864,5639.499999999993
615,8,16,12,18,203.265,40653.0,38.13140598428092,16592.5
616,8,16,14,6,205.9225,41184.5,31.31315922167805,11333.249999999989
617,8,16,14,8,72.43874999999994,14487.75,51.15659327889935,16509.000000000004
618,8,16,14,10,160.88624999999993,32177.25,45.35446296532964,18631.50000000001
619,8,16,14,12,120.42124999999994,24084.25,40.3558466849606,15956.500000000018
620,8,16,14,14,137.20374999999993,27440.75,33.20806412795972,13453.499999999982
621,8,16,14,16,175.09125000000003,35018.25,25.095066156448304,10459.999999999982
622,8,16,14,18,186.14,37228.0,39.82454877112133,16592.49999999998
623,8,16,16,6,208.29749999999999,41659.5,28.21455855807131,10433.25
624,8,16,16,8,73.56374999999994,14712.75,49.8663404467401,16509.000000000025
625,8,16,16,10,188.32374999999993,37664.75,40.10149594663813,17029.000000000015
626,8,16,16,12,144.98374999999993,28996.75,34.05866243695711,13742.500000000015
627,8,16,16,14,162.39124999999993,32478.25,27.921173561730377,11377.24999999997
628,8,16,16,16,180.6475,36129.5,24.954373576038073,10460.000000000007
629,8,16,16,18,192.07125,38414.25,40.064953880330314,16592.499999999993
630,8,16,18,6,213.93499999999997,42787.0,28.601289809681063,10433.249999999982
631,8,16,18,8,61.40999999999993,12282.0,51.94531409782422,16509.000000000044
632,8,16,18,10,171.23499999999993,34247.0,40.86167283546992,17028.99999999999
633,8,16,18,12,132.67374999999996,26534.75,34.30522098378665,13742.500000000007
634,8,16,18,14,150.08124999999993,30016.25,28.121311738789228,11377.249999999985
635,8,16,18,16,167.7125,33542.5,25.128223607557693,10460.0
636,8,16,18,18,173.48250000000002,34696.5,40.47049928047025,16592.49999999998
637,8,18,6,6,174.7975,34959.5,34.397122760692895,11333.249999999985
638,8,18,6,8,56.07874999999994,11215.75,56.95487054611722,17659.000000000007
639,8,18,6,10,116.74249999999995,23348.5,54.31933218887915,18431.5
640,8,18,6,12,93.83249999999997,18766.5,45.16338971284775,15614.000000000007
641,8,18,6,14,131.16499999999996,26233.0,33.26222534539661,13253.5
642,8,18,6,16,150.34875000000002,30069.75,37.52387739723217,16058.999999999953
643,8,18,6,18,157.91000000000003,31582.0,44.06248547737124,16592.50000000001
644,8,18,8,6,176.54750000000004,35309.5,33.081812410149354,11333.25
645,8,18,8,8,58.453749999999935,11690.75,52.525831006753066,16509.0
646,8,18,8,10,141.78249999999997,28356.5,46.80451247151138,18431.50000000001
647,8,18,8,12,109.88249999999996,21976.5,40.064404800851925,15614.000000000036
648,8,18,8,14,125.41499999999996,25083.0,32.250489712985605,13253.499999999989
649,8,18,8,16,154.84875000000005,30969.75,34.440027680769916,16050.000000000007
650,8,18,8,18,164.85375000000008,32970.75,40.0574577365756,16592.500000000025
651,8,18,10,6,199.0475,39809.5,31.487153841345233,11333.25
652,8,18,10,8,85.20624999999993,17041.25,48.40603719368727,16509.00000000004
653,8,18,10,10,163.78499999999997,32757.0,44.224093425667164,18631.49999999998
654,8,18,10,12,122.84624999999996,24569.25,38.793558120423455,15814.000000000033
655,8,18,10,14,142.8787499999999,28575.75,31.739122741829913,13453.500000000015
656,8,18,10,16,176.81,35362.0,26.992550260230626,13225.00000000003
657,8,18,10,18,186.81500000000005,37363.0,38.39612162725041,16592.500000000007
658,8,18,12,6,203.9225,40784.5,30.389547706354385,11333.250000000004
659,8,18,12,8,75.68874999999993,15137.75,49.47035644187411,16509.00000000001
660,8,18,12,10,164.1362499999999,32827.25,44.17167005494343,18631.500000000022
661,8,18,12,12,128.29624999999996,25659.25,38.793558120423455,15814.000000000033
662,8,18,12,14,145.07874999999993,29015.75,32.23340980287626,13453.499999999975
663,8,18,12,16,182.96625000000003,36593.25,24.378590656427356,10460.0
664,8,18,12,18,194.01500000000001,38803.0,38.68707594021776,16592.499999999996
665,8,18,14,6,207.4225,41484.5,28.34871920278779,10433.249999999993
666,8,18,14,8,74.93874999999994,14987.75,50.13133322199113,16509.000000000022
667,8,18,14,10,189.69874999999993,37939.75,40.26744069189346,17029.000000000044
668,8,18,14,12,146.35874999999993,29271.75,34.20702186710478,13742.500000000018
669,8,18,14,14,163.76624999999993,32753.25,28.041604278733846,11377.249999999982
670,8,18,14,16,182.0225,36404.5,25.058994046692135,10460.0
671,8,18,14,18,193.44625,38689.25,40.234971750042426,16592.50000000001
672,8,18,16,6,213.93499999999997,42787.0,28.601289809681063,10433.249999999982
673,8,18,16,8,61.40999999999993,12282.0,51.94531409782422,16509.000000000044
674,8,18,16,10,171.23499999999993,34247.0,40.86167283546992,17028.99999999999
675,8,18,16,12,132.67374999999996,26534.75,34.30522098378665,13742.500000000007
676,8,18,16,14,150.08124999999993,30016.25,28.121311738789228,11377.249999999985
677,8,18,16,16,167.7125,33542.5,25.128223607557693,10460.0
678,8,18,16,18,173.48250000000002,34696.5,40.47049928047025,16592.49999999998
679,8,18,18,6,215.24749999999995,43049.5,28.381493848738117,10433.249999999996
680,8,18,18,8,78.90999999999994,15782.0,48.65390566287966,16509.000000000004
681,8,18,18,10,196.76624999999993,39353.25,34.27938245020823,15004.000000000015
682,8,18,18,12,146.70499999999996,29341.0,27.574156655567204,11717.500000000011
683,8,18,18,14,163.48749999999993,32697.5,25.40542954597469,11377.24999999997
684,8,18,18,16,187.99375,37598.75,23.27818843130359,12400.00000000003
685,8,18,18,18,193.76375,38752.75,33.08239087977473,14567.499999999989
686,10,6,6,6,255.4612499999999,51092.25,19.537169772680688,7393.499999999978
687,10,6,6,8,191.4512499999999,38290.25,24.061321574054922,10735.500000000036
688,10,6,6,10,329.29124999999993,65858.25,24.290926162427542,15263.75
689,10,6,6,12,308.40749999999997,61681.5,22.483068847095943,13470.000000000015
690,10,6,6,14,1955.545,391109.0,17.35195707981195,6015.750000000011
691,10,6,6,16,1929.4374999999998,385887.5,16.58190688828247,6015.749999999993
692,10,6,6,18,1915.795,383159.0,24.424282106444693,16320.0
693,10,6,8,6,226.61374999999987,45322.75,18.72158667095891,5960.999999999993
694,10,6,8,8,144.26499999999993,28853.0,35.91002215996994,21471.499999999993
695,10,6,8,10,319.3687499999999,63873.75,26.24700688255799,15263.749999999985
696,10,6,8,12,328.6862499999999,65737.25,22.413857654532034,13469.999999999993
697,10,6,8,14,1972.19875,394439.75,17.618503712164458,6015.749999999989
698,10,6,8,16,1946.40125,389280.25,17.273412702106487,9278.499999999993
699,10,6,8,18,1927.73875,385547.75,25.010056893281973,16319.999999999993
700,10,6,10,6,178.84124999999992,35768.25,20.137738234531923,6410.999999999996
701,10,6,10,8,78.34624999999997,15669.25,51.997021478733096,20250.49999999996
702,10,6,10,10,239.07874999999987,47815.75,42.679131116141384,19608.499999999996
703,10,6,10,12,193.38124999999994,38676.25,39.80643919606279,18097.500000000036
704,10,6,10,14,1889.81,377962.0,35.37915664770395,18097.500000000007
705,10,6,10,16,1867.09375,373418.75,34.06780618199616,18097.499999999964
706,10,6,10,18,1847.9412499999999,369588.25,35.172705319877764,18097.499999999985
707,10,6,12,6,170.81249999999997,34162.5,21.575869757267284,6411.000000000011
708,10,6,12,8,87.57999999999993,17516.0,46.849820405785835,18097.499999999993
709,10,6,12,10,267.3087499999999,53461.75,40.633612681234645,18097.5
710,10,6,12,12,202.48874999999992,40497.75,39.02678340377811,18097.499999999985
711,10,6,12,14,1886.9412499999999,377388.25,35.71640023682651,18097.499999999978
712,10,6,12,16,1888.975,377795.0,33.14241762467894,18097.499999999978
713,10,6,12,18,1869.8225,373964.5,34.18718653481057,18097.49999999995
714,10,6,14,6,164.5462499999999,32909.25,22.32653957211122,6610.999999999985
715,10,6,14,8,83.56374999999993,16712.75,49.80331249761304,19560.500000000022
716,10,6,14,10,266.7962499999999,53359.25,40.909167971156165,18097.50000000001
717,10,6,14,12,204.7374999999999,40947.5,39.75550283379463,18097.500000000073
718,10,6,14,14,1874.19125,374838.25,36.32577278201526,18097.50000000003
719,10,6,14,16,322.47499999999985,64495.0,33.05162518662594,18097.49999999997
720,10,6,14,18,303.3224999999999,60664.5,34.090588002599546,18097.499999999993
721,10,6,16,6,171.8662499999999,34373.25,19.663611732133095,6640.500000000011
722,10,6,16,8,75.7299999999999,15146.0,38.889681068491846,16364.0
723,10,6,16,10,267.3999999999999,53480.0,30.46476729707004,14312.500000000011
724,10,6,16,12,216.23499999999987,43247.0,25.094430135671995,13469.999999999993
725,10,6,16,14,1874.15875,374831.75,19.85435202951481,6699.999999999993
726,10,6,16,16,306.3474999999999,61269.5,18.70396704199668,12462.500000000015
727,10,6,16,18,308.70749999999987,61741.5,27.080394922425942,16319.999999999978
728,10,6,18,6,169.7099999999999,33942.0,20.019294252423066,6640.499999999993
729,10,6,18,8,63.75999999999986,12752.0,42.27930099427542,16839.000000000015
730,10,6,18,10,202.67999999999984,40536.0,35.435253793033915,14059.999999999993
731,10,6,18,12,173.01499999999984,34603.0,27.86459294082924,13217.49999999997
732,10,6,18,14,1828.0825,365616.5,20.056427411448603,6699.999999999989
733,10,6,18,16,248.6224999999999,49724.5,20.18308507666335,12462.5
734,10,6,18,18,245.48249999999987,49096.5,29.14501310550613,16067.5
735,10,8,6,6,226.61374999999987,45322.75,18.72158667095891,5960.999999999993
736,10,8,6,8,144.26499999999993,28853.0,35.91002215996994,21471.499999999993
737,10,8,6,10,319.3687499999999,63873.75,26.24700688255799,15263.749999999985
738,10,8,6,12,328.6862499999999,65737.25,22.413857654532034,13469.999999999993
739,10,8,6,14,1972.19875,394439.75,17.618503712164458,6015.749999999989
740,10,8,6,16,1946.40125,389280.25,17.273412702106487,9278.499999999993
741,10,8,6,18,1927.73875,385547.75,25.010056893281973,16319.999999999993
742,10,8,8,6,166.39624999999995,33279.25,22.27549903580547,6411.0
743,10,8,8,8,81.59624999999996,16319.25,47.882684446561086,18097.49999999997
744,10,8,8,10,236.88374999999994,47376.75,41.4083056858483,18097.500000000015
745,10,8,8,12,183.88124999999997,36776.25,39.74088001976339,18097.49999999999
746,10,8,8,14,1876.935,375387.0,36.3135637857605,18097.499999999996
747,10,8,8,16,1860.46875,372093.75,33.655991966079,18097.49999999997
748,10,8,8,18,1841.3162499999999,368263.25,34.73391774985245,18097.49999999997
749,10,8,10,6,169.67749999999992,33935.5,19.506355978879505,6640.5
750,10,8,10,8,85.09499999999989,17019.0,43.93854720221096,21621.50000000001
751,10,8,10,10,267.2037499999999,53440.75,29.8076172129227,14312.5
752,10,8,10,12,205.14499999999992,41029.0,24.910883948014476,13469.999999999978
753,10,8,10,14,1895.35,379070.0,20.23771766873574,6700.0
754,10,8,10,16,327.80624999999986,65561.25,18.149311951457364,6700.000000000007
755,10,8,10,18,308.65374999999983,61730.75,27.08522635332776,16320.0
756,10,8,12,6,155.6262499999999,31125.25,19.88441556497132,6640.499999999993
757,10,8,12,8,37.57124999999985,7514.25,50.20046201051812,17873.999999999996
758,10,8,12,10,200.53874999999985,40107.75,30.961175497136434,14312.500000000015
759,10,8,12,12,164.81874999999985,32963.75,25.524415894491504,13470.000000000015
760,10,8,12,14,1832.8325,366566.5,20.056427411448603,6699.999999999989
761,10,8,12,16,277.1762499999999,55435.25,18.474458181386925,12462.499999999978
762,10,8,12,18,274.0362499999999,54807.25,26.71348073216542,16319.999999999985
763,10,8,14,6,145.43999999999994,29088.0,20.17132182075,6640.500000000004
764,10,8,14,8,40.14999999999985,8030.0,51.39560791734705,16838.999999999993
765,10,8,14,10,168.22999999999985,33646.0,34.98730901308914,14060.000000000011
766,10,8,14,12,145.79124999999985,29158.25,27.132300112901575,13217.5
767,10,8,14,14,1806.7987500000002,361359.75,19.459632154863833,6700.0
768,10,8,14,16,239.4674999999999,47893.5,21.132552184898216,12462.500000000022
769,10,8,14,18,245.32749999999987,49065.5,29.669330305002738,16067.5
770,10,8,16,6,144.68999999999994,28938.0,20.263651759967058,6640.5
771,10,8,16,8,26.149999999999856,5230.0,59.15061159699961,19004.49999999999
772,10,8,16,10,173.04999999999987,34610.0,35.890236119974475,14060.000000000011
773,10,8,16,12,163.69249999999985,32738.5,27.141459000349187,13796.750000000007
774,10,8,16,14,1804.54875,360909.75,19.459632154863833,6700.0
775,10,8,16,16,256.91999999999996,51384.0,21.10463836344848,12462.499999999985
776,10,8,16,18,274.0824999999999,54816.5,29.349980363324168,16067.500000000022
777,10,8,18,6,145.43999999999994,29088.0,20.335012478755505,6640.500000000007
778,10,8,18,8,8.274999999999856,1655.0,69.70431640996388,21994.499999999985
779,10,8,18,10,171.67499999999984,34335.0,37.66912257200269,14060.000000000015
780,10,8,18,12,153.81749999999985,30763.5,29.98890718346921,15071.750000000015
781,10,8,18,14,1792.17375,358434.75,19.459632154863833,6700.0
782,10,8,18,16,258.1699999999999,51634.0,21.10463836344848,12462.499999999985
783,10,8,18,18,275.4574999999999,55091.5,29.349980363324168,16067.500000000022
784,10,10,6,6,315.23375,63046.75,21.88363484698404,6296.250000000011
785,10,10,6,8,179.54499999999993,35909.0,41.14143469315842,18097.500000000022
786,10,10,6,10,354.74875,70949.75,33.95244125510059,18097.499999999956
787,10,10,6,12,318.28125,63656.25,34.88456144916221,18097.500000000007
788,10,10,6,14,1918.22625,383645.25,33.12846375272866,18097.499999999978
789,10,10,6,16,2002.3325,400466.5,29.203057869576632,18097.499999999993
790,10,10,6,18,1968.2825,393656.5,29.255577109602328,18097.5
791,10,10,8,6,315.23375,63046.75,21.88363484698404,6296.250000000011
792,10,10,8,8,179.54499999999993,35909.0,41.14143469315842,18097.500000000022
793,10,10,8,10,354.74875,70949.75,33.95244125510059,18097.499999999956
794,10,10,8,12,318.28125,63656.25,34.88456144916221,18097.500000000007
795,10,10,8,14,1918.22625,383645.25,33.12846375272866,18097.499999999978
796,10,10,8,16,2002.3325,400466.5,29.203057869576632,18097.499999999993
797,10,10,8,18,1968.2825,393656.5,29.255577109602328,18097.5
798,10,10,10,6,315.23375,63046.75,21.88363484698404,6296.250000000011
799,10,10,10,8,179.54499999999993,35909.0,41.14143469315842,18097.500000000022
800,10,10,10,10,354.74875,70949.75,33.95244125510059,18097.499999999956
801,10,10,10,12,318.28125,63656.25,34.88456144916221,18097.500000000007
802,10,10,10,14,1918.22625,383645.25,33.12846375272866,18097.499999999978
803,10,10,10,16,2002.3325,400466.5,29.203057869576632,18097.499999999993
804,10,10,10,18,1968.2825,393656.5,29.255577109602328,18097.5
805,10,10,12,6,315.23375,63046.75,21.88363484698404,6296.250000000011
806,10,10,12,8,179.54499999999993,35909.0,41.14143469315842,18097.500000000022
807,10,10,12,10,354.74875,70949.75,33.95244125510059,18097.499999999956
808,10,10,12,12,318.28125,63656.25,34.88456144916221,18097.500000000007
809,10,10,12,14,1918.22625,383645.25,33.12846375272866,18097.499999999978
810,10,10,12,16,2002.3325,400466.5,29.203057869576632,18097.499999999993
811,10,10,12,18,1968.2825,393656.5,29.255577109602328,18097.5
812,10,10,14,6,315.23375,63046.75,21.88363484698404,6296.250000000011
813,10,10,14,8,179.54499999999993,35909.0,41.14143469315842,18097.500000000022
814,10,10,14,10,354.74875,70949.75,33.95244125510059,18097.499999999956
815,10,10,14,12,318.28125,63656.25,34.88456144916221,18097.500000000007
816,10,10,14,14,1918.22625,383645.25,33.12846375272866,18097.499999999978
817,10,10,14,16,2002.3325,400466.5,29.203057869576632,18097.499999999993
818,10,10,14,18,1968.2825,393656.5,29.255577109602328,18097.5
819,10,10,16,6,315.23375,63046.75,21.88363484698404,6296.250000000011
820,10,10,16,8,179.54499999999993,35909.0,41.14143469315842,18097.500000000022
821,10,10,16,10,354.74875,70949.75,33.95244125510059,18097.499999999956
822,10,10,16,12,318.28125,63656.25,34.88456144916221,18097.500000000007
823,10,10,16,14,1918.22625,383645.25,33.12846375272866,18097.499999999978
824,10,10,16,16,2002.3325,400466.5,29.203057869576632,18097.499999999993
825,10,10,16,18,1968.2825,393656.5,29.255577109602328,18097.5
826,10,10,18,6,315.23375,63046.75,21.88363484698404,6296.250000000011
827,10,10,18,8,179.54499999999993,35909.0,41.14143469315842,18097.500000000022
828,10,10,18,10,354.74875,70949.75,33.95244125510059,18097.499999999956
829,10,10,18,12,318.28125,63656.25,34.88456144916221,18097.500000000007
830,10,10,18,14,1918.22625,383645.25,33.12846375272866,18097.499999999978
831,10,10,18,16,2002.3325,400466.5,29.203057869576632,18097.499999999993
832,10,10,18,18,1968.2825,393656.5,29.255577109602328,18097.5
833,10,12,6,6,184.54125,36908.25,29.885876799313326,10271.999999999985
834,10,12,6,8,45.441249999999954,9088.25,57.046866040493974,17658.999999999993
835,10,12,6,10,100.85499999999996,20171.0,54.39949235207745,18431.499999999985
836,10,12,6,12,56.83249999999996,11366.5,46.04235932443292,15614.0
837,10,12,6,14,87.03999999999995,17408.0,36.08031031886794,14138.250000000015
838,10,12,6,16,113.78000000000002,22756.0,36.91243808989814,15799.999999999993
839,10,12,6,18,134.29625000000001,26859.25,44.309586279183094,16592.500000000004
840,10,12,8,6,190.29125,38058.25,28.950910000493213,10271.999999999985
841,10,12,8,8,54.20374999999994,10840.75,54.7260720232302,17009.000000000007
842,10,12,8,10,143.29249999999996,28658.5,45.69972788187965,18431.500000000015
843,10,12,8,12,108.50749999999998,21701.5,39.6825699381787,15614.00000000003
844,10,12,8,14,127.28999999999996,25458.0,31.958862323820497,13253.499999999989
845,10,12,8,16,162.03,32406.0,33.41035408730408,16050.000000000025
846,10,12,8,18,170.16,34032.0,39.69806264841164,16592.500000000004
847,10,12,10,6,188.85375,37770.75,30.01906877178115,10272.000000000004
848,10,12,10,8,68.95624999999994,13791.25,51.1031488689919,16509.000000000015
849,10,12,10,10,146.91,29382.0,46.807227780604045,18631.499999999996
850,10,12,10,12,103.34625,20669.25,41.113234280960356,15814.000000000007
851,10,12,10,14,127.00374999999997,25400.75,33.146700667073205,13453.500000000007
852,10,12,10,16,163.74124999999998,32748.25,28.48396113403434,13375.000000000007
853,10,12,10,18,171.87125,34374.25,40.55457789509702,16592.499999999993
854,10,12,12,6,197.5475,39509.5,31.46529884155946,11333.249999999989
855,10,12,12,8,87.45624999999993,17491.25,48.40603719368727,16509.00000000004
856,10,12,12,10,169.40999999999997,33882.0,43.85972139666548,18631.500000000036
857,10,12,12,12,130.34624999999997,26069.25,38.51014866855799,15814.000000000004
858,10,12,12,14,150.3787499999999,30075.75,31.516067255828666,13453.500000000007
859,10,12,12,16,193.31,38662.0,23.747762922412864,5639.499999999993
860,10,12,12,18,200.56500000000003,40113.0,38.13140598428092,16592.5
861,10,12,14,6,204.04749999999999,40809.5,31.632161771786176,11333.249999999978
862,10,12,14,8,76.93874999999994,15387.75,49.75362777451296,16509.000000000022
863,10,12,14,10,162.63624999999993,32527.25,44.960454635947364,18631.50000000001
864,10,12,14,12,122.04624999999993,24409.25,40.05438664644923,15981.500000000044
865,10,12,14,14,142.07874999999993,28415.75,32.400310673064745,13453.5
866,10,12,14,16,179.96625,35993.25,24.50136444022815,10460.000000000004
867,10,12,14,18,188.64000000000001,37728.0,39.32897200692122,16592.5
868,10,12,16,6,204.92249999999999,40984.5,28.739162471679503,10433.249999999993
869,10,12,16,8,75.18874999999994,15037.75,50.90421349613804,16509.00000000001
870,10,12,16,10,188.32374999999993,37664.75,41.068618525373964,17029.000000000025
871,10,12,16,12,150.98374999999993,30196.75,33.89067682708788,13742.500000000004
872,10,12,16,14,174.26624999999993,34853.25,27.009751262678705,11377.250000000004
873,10,12,16,16,192.5225,38504.5,24.161786955868937,10460.000000000015
874,10,12,16,18,203.94625,40789.25,38.77748954170463,16592.50000000001
875,10,12,18,6,225.87249999999997,45174.5,27.19772162953018,10433.249999999996
876,10,12,18,8,85.18874999999993,17037.75,48.22750974979193,16509.000000000033
877,10,12,18,10,193.76374999999993,38752.75,38.91475614006021,17028.999999999978
878,10,12,18,12,154.04874999999993,30809.75,32.45020602368387,13742.500000000011
879,10,12,18,14,174.08124999999993,34816.25,26.291950476916732,11377.249999999982
880,10,12,18,16,192.3375,38467.5,23.53655929705344,10460.000000000007
881,10,12,18,18,197.76124999999996,39552.25,37.76257994037186,16592.5
882,10,14,6,6,191.04125000000002,38208.25,29.226862422910312,10272.000000000007
883,10,14,6,8,56.32874999999995,11265.75,57.47930900405489,18109.000000000007
884,10,14,6,10,119.24249999999994,23848.5,53.53053504396379,18431.499999999993
885,10,14,6,12,96.33249999999997,19266.5,44.51952754670715,15613.999999999985
886,10,14,6,14,128.53999999999994,25708.0,32.85000805542126,13253.499999999993
887,10,14,6,16,153.03,30606.0,35.82847683620944,15800.000000000011
888,10,14,6,18,155.28500000000003,31057.0,43.48509765637796,16592.50000000002
889,10,14,8,6,195.22875,39045.75,29.984018448111037,10272.000000000007
890,10,14,8,8,71.82874999999994,14365.75,52.525831006753066,16509.0
891,10,14,8,10,155.1575,31031.5,46.80451247151138,18431.50000000001
892,10,14,8,12,117.71875,23543.75,41.046806608919674,15614.000000000007
893,10,14,8,14,133.25124999999994,26650.25,32.999483352111106,13253.5
894,10,14,8,16,168.86625,33773.25,28.621104721144874,13375.00000000003
895,10,14,8,18,176.99625,35399.25,40.980266245153004,16592.500000000022
896,10,14,10,6,197.5475,39509.5,31.46529884155946,11333.249999999989
897,10,14,10,8,87.45624999999993,17491.25,48.40603719368727,16509.00000000004
898,10,14,10,10,167.65999999999997,33532.0,44.224093425667164,18631.49999999998
899,10,14,10,12,128.84624999999997,25769.25,38.793558120423455,15814.000000000033
900,10,14,10,14,148.87874999999994,29775.75,31.739122741829913,13453.500000000015
901,10,14,10,16,191.81,38362.0,23.77799626053499,10460.000000000015
902,10,14,10,18,199.065,39813.0,38.39612162725041,16592.500000000007
903,10,14,12,6,204.04749999999999,40809.5,31.632161771786176,11333.249999999978
904,10,14,12,8,76.93874999999994,15387.75,49.75362777451296,16509.000000000022
905,10,14,12,10,162.63624999999993,32527.25,44.960454635947364,18631.50000000001
906,10,14,12,12,122.04624999999993,24409.25,40.05438664644923,15981.500000000044
907,10,14,12,14,142.07874999999993,28415.75,32.400310673064745,13453.5
908,10,14,12,16,179.96625,35993.25,24.50136444022815,10460.000000000004
909,10,14,12,18,188.64000000000001,37728.0,39.32897200692122,16592.5
910,10,14,14,6,204.92249999999999,40984.5,28.739162471679503,10433.249999999993
911,10,14,14,8,70.56374999999994,14112.75,50.90421349613804,16509.00000000001
912,10,14,14,10,187.19874999999993,37439.75,40.386816001517886,17028.999999999996
913,10,14,14,12,146.35874999999993,29271.75,33.89067682708788,13742.500000000004
914,10,14,14,14,169.64124999999993,33928.25,27.009751262678705,11377.250000000004
915,10,14,14,16,187.8975,37579.5,24.161786955868937,10460.000000000015
916,10,14,14,18,199.32125,39864.25,38.77748954170463,16592.50000000001
917,10,14,16,6,220.24749999999997,44049.5,27.6298802327814,10433.250000000007
918,10,14,16,8,67.56374999999993,13512.75,50.322344657308804,16509.000000000007
919,10,14,16,10,171.04499999999993,34209.0,40.05904527784802,17029.000000000007
920,10,14,16,12,131.32999999999993,26266.0,33.43714643730461,13742.500000000033
921,10,14,16,14,151.36249999999993,30272.5,27.64436821040598,7010.750000000007
922,10,14,16,16,171.74375,34348.75,24.701810304041448,12399.999999999985
923,10,14,16,18,179.16749999999996,35833.5,38.59708297471446,16592.500000000004
924,10,14,18,6,215.24749999999995,43049.5,28.381493848738117,10433.249999999996
925,10,14,18,8,76.28499999999994,15257.0,48.65390566287966,16509.000000000004
926,10,14,18,10,192.39124999999993,38478.25,34.56366369306434,15004.000000000011
927,10,14,18,12,144.95499999999996,28991.0,27.809752103383218,11717.500000000015
928,10,14,18,14,161.73749999999993,32347.5,25.611314022657293,11377.249999999978
929,10,14,18,16,185.36875,37073.75,23.5143527626994,12400.0
930,10,14,18,18,191.13875000000002,38227.75,33.48927561553138,14567.5
931,10,16,6,6,170.42250000000004,34084.5,34.58079378761638,11333.249999999978
932,10,16,6,8,53.70374999999994,10740.75,55.34937073404872,17009.000000000022
933,10,16,6,10,126.41749999999996,25283.5,50.1991597840223,18431.50000000001
934,10,16,6,12,97.00749999999996,19401.5,42.975593308974815,15614.000000000007
935,10,16,6,14,126.03999999999998,25208.0,32.34888517347845,13253.5
936,10,16,6,16,145.22375000000002,29044.75,35.9395169774411,15800.00000000003
937,10,16,6,18,156.28500000000003,31257.0,42.78429931604427,16592.500000000004
938,10,16,8,6,190.04750000000004,38009.5,33.144699611765446,11333.249999999993
939,10,16,8,8,74.08124999999993,14816.25,51.1031488689919,16509.000000000015
940,10,16,8,10,148.785,29757.0,46.807227780604045,18631.499999999996
941,10,16,8,12,109.22125,21844.25,41.113234280960356,15814.000000000007
942,10,16,8,14,132.87874999999997,26575.75,33.146700667073205,13453.500000000007
943,10,16,8,16,164.31000000000006,32862.0,28.643323696327194,13375.0
944,10,16,8,18,174.31500000000005,34863.0,40.55457789509702,16592.499999999993
945,10,16,10,6,197.5475,39509.5,31.46529884155946,11333.249999999989
946,10,16,10,8,73.06374999999993,14612.75,49.0295947611482,16509.00000000002
947,10,16,10,10,161.51124999999993,32302.25,43.85972139666548,18631.500000000036
948,10,16,10,12,129.79624999999996,25959.25,38.51014866855799,15814.000000000004
949,10,16,10,14,149.82874999999993,29965.75,31.516067255828666,13453.500000000007
950,10,16,10,16,187.71625000000003,37543.25,23.850512466795113,10460.000000000007
951,10,16,10,18,197.26500000000001,39453.0,38.10951101311467,16592.499999999975
952,10,16,12,6,204.92249999999999,40984.5,28.739162471679503,10433.249999999993
953,10,16,12,8,75.18874999999994,15037.75,50.90421349613804,16509.00000000001
954,10,16,12,10,188.32374999999993,37664.75,41.068618525373964,17029.000000000025
955,10,16,12,12,150.98374999999993,30196.75,33.89067682708788,13742.500000000004
956,10,16,12,14,174.26624999999993,34853.25,27.009751262678705,11377.250000000004
957,10,16,12,16,192.5225,38504.5,24.161786955868937,10460.000000000015
958,10,16,12,18,203.94625,40789.25,38.77748954170463,16592.50000000001
959,10,16,14,6,220.24749999999997,44049.5,27.6298802327814,10433.250000000007
960,10,16,14,8,67.56374999999993,13512.75,50.322344657308804,16509.000000000007
961,10,16,14,10,171.04499999999993,34209.0,40.05904527784802,17029.000000000007
962,10,16,14,12,131.32999999999993,26266.0,33.43714643730461,13742.500000000033
963,10,16,14,14,151.36249999999993,30272.5,27.64436821040598,7010.750000000007
964,10,16,14,16,171.74375,34348.75,24.701810304041448,12399.999999999985
965,10,16,14,18,179.16749999999996,35833.5,38.59708297471446,16592.500000000004
966,10,16,16,6,213.49749999999997,42699.5,28.654312256682417,10433.249999999985
967,10,16,16,8,74.53499999999994,14907.0,49.160996381936506,16509.000000000004
968,10,16,16,10,190.64124999999993,38128.25,34.84460546101633,15003.999999999993
969,10,16,16,12,143.20499999999993,28641.0,28.042695257810934,11717.500000000004
970,10,16,16,14,159.98749999999993,31997.5,25.814704097202913,11377.249999999993
971,10,16,16,16,183.61875,36723.75,23.67146300140788,12400.000000000007
972,10,16,16,18,189.38875,37877.75,33.76092145820297,14567.500000000004
973,10,16,18,6,217.11624999999995,43423.25,28.654312256682417,10433.249999999985
974,10,16,18,8,102.77874999999995,20555.75,39.175288249485696,13233.999999999993
975,10,16,18,10,209.5099999999999,41902.0,34.27938245020823,15004.000000000018
976,10,16,18,12,161.20499999999996,32241.0,27.574156655567194,11717.499999999996
977,10,16,18,14,171.73749999999993,34347.5,25.5050972084447,11377.249999999978
