,period_high,period_low,period_rsi,return,pnl,drawdown (%),drawdown (abs)
89,6,20,16,8.451249999999918,1690.25,82.52712188895987,29096.99999999996
90,6,20,18,-48.72000000000013,-9744.0,96.42956984237358,33631.49999999999
91,6,20,20,-45.47500000000011,-9095.0,97.0984879444218,33858.00000000001
92,6,20,22,30.40999999999997,6082.0,99.15074604120201,35784.000000000044
93,6,20,24,-36.44250000000009,-7288.5,99.8642301990829,36041.500000000044
94,6,20,26,-39.197500000000076,-7839.5,99.40011914492737,35874.000000000044
95,6,20,28,-35.43625000000012,-7087.25,97.56076964051402,37546.75000000004
96,6,22,6,9.776250000000001,1955.25,57.464679287934416,20336.749999999978
97,6,22,8,15.052499999999982,3010.5,60.680452402231225,24612.750000000033
98,6,22,10,26.82875,5365.75,64.21386546647503,29604.999999999996
99,6,22,12,98.63249999999992,19726.5,44.66908016905533,20266.249999999978
100,6,22,14,67.91499999999994,13583.0,52.832320552242074,23496.249999999993
101,6,22,16,136.00999999999993,27202.0,36.485100298408504,17606.250000000015
102,6,22,18,125.15749999999997,25031.5,50.67224241045823,24507.250000000065
103,6,22,20,138.53499999999997,27707.0,44.90212920332269,21041.25000000002
104,6,22,22,138.7725,27754.5,43.40175953079177,20868.000000000015
105,6,22,24,133.3925,26678.5,52.02470830473573,25014.000000000015
106,6,22,26,128.06750000000002,25613.5,52.02470830473573,25014.000000000015
107,6,22,28,144.43749999999994,28887.5,49.77385481945687,26686.750000000007
108,6,24,6,-35.07749999999998,-7015.5,73.35253556777518,21009.99999999999
109,6,24,8,-40.05125000000001,-8010.25,80.57779402657678,26998.999999999993
110,6,24,10,-4.0974999999999815,-819.5,68.65121961344809,28939.750000000025
111,6,24,12,58.91374999999993,11782.75,51.03475372799885,20782.500000000033
112,6,24,14,49.496249999999954,9899.25,58.91675272630442,22677.500000000025
113,6,24,16,118.42749999999992,23685.5,44.51509475718304,20617.499999999996
114,6,24,18,118.02874999999999,23605.75,56.745317792132056,27518.49999999996
115,6,24,20,131.40625,26281.25,51.185605677713085,24052.499999999964
116,6,24,22,131.64374999999998,26328.75,49.53019507793782,23879.249999999985
117,6,24,24,123.38875000000004,24677.75,58.31122624137824,28025.25000000002
118,6,24,26,120.18875000000004,24037.75,58.31122624137824,28025.25000000002
119,6,24,28,129.80874999999997,25961.75,56.38343316594364,29698.00000000005
120,6,26,6,-58.381249999999966,-11676.25,94.47678134667335,27714.999999999975
121,6,26,8,-77.22999999999998,-15446.0,95.69240635831972,31333.999999999985
122,6,26,10,-29.933749999999996,-5986.75,83.85269970635825,34981.25000000003
123,6,26,12,43.20874999999996,8641.75,51.168665662939326,22685.49999999994
124,6,26,14,29.812499999999996,5962.5,55.178276325331964,23205.5
125,6,26,16,143.5675,28713.5,33.79547173738163,21109.750000000095
126,6,26,18,144.77000000000007,28954.0,33.185614309575584,19619.74999999995
127,6,26,20,165.53250000000003,33106.5,31.68380158241343,16718.75000000006
128,6,26,22,166.2100000000001,33242.0,31.024852356497018,16718.75000000006
129,6,26,24,154.83000000000007,30966.0,35.371321431482855,20610.25000000003
130,6,26,26,147.25500000000008,29451.0,35.371321431482855,20610.25000000003
131,6,26,28,152.5725,30514.5,35.58291515463633,22283.000000000022
132,6,28,6,-45.313749999999956,-9062.75,78.33692274812168,23825.000000000015
133,6,28,8,-60.59499999999998,-12119.0,89.61302842357594,29438.999999999924
134,6,28,10,-51.42374999999997,-10284.75,85.72495904476631,31266.250000000004
135,6,28,12,29.95499999999999,5991.0,50.88587727505964,21073.750000000033
136,6,28,14,4.433750000000027,886.75,61.79649669728759,24183.750000000007
137,6,28,16,124.82125000000002,24964.25,37.01622902183065,16718.750000000007
138,6,28,18,144.7800000000001,28956.0,34.85910821766367,17736.749999999985
139,6,28,20,156.3537500000001,31270.75,32.86289232765105,16718.75
140,6,28,22,144.93500000000012,28987.0,32.909576491210586,19900.749999999985
141,6,28,24,134.80500000000012,26961.0,34.28608,20089.500000000036
142,6,28,26,125.98000000000013,25196.0,37.24714666666662,21824.500000000015
143,6,28,28,131.29750000000007,26259.5,40.02573542552813,25195.500000000065
144,8,6,6,-27.868750000000176,-5573.75,97.81585866506771,31808.250000000084
145,8,6,8,193.09249999999986,38618.5,78.69626185815393,41809.74999999986
146,8,6,10,130.2299999999999,26046.0,88.5479527450711,45047.000000000015
147,8,6,12,160.47249999999997,32094.5,76.8513251023745,37487.49999999998
148,8,6,14,135.3625,27072.5,90.12476442663235,47224.249999999985
149,8,6,16,122.16874999999996,24433.75,90.2069672455973,42680.75000000005
150,8,6,18,149.51749999999998,29903.5,83.89032153449423,40094.749999999985
151,8,6,20,142.87374999999994,28574.75,86.31416661294828,40169.749999999985
152,8,6,22,134.88499999999988,26977.0,89.48821417638385,40194.74999999995
153,8,6,24,123.60749999999989,24721.5,93.69910458826124,40444.74999999997
154,8,6,26,137.73249999999987,27546.5,89.65172837973573,39719.74999999998
155,8,6,28,132.01749999999984,26403.5,92.36459385128619,41392.499999999985
156,8,8,6,73.0237499999999,14604.75,95.23027884104573,34954.75000000001
157,8,8,8,-27.851250000000142,-5570.25,98.21199532898149,38477.25000000003
158,8,8,10,-16.02875000000009,-3205.75,99.90239782921707,36080.750000000044
159,8,8,12,-20.44000000000012,-4088.0,92.95438596491236,33115.00000000003
160,8,8,14,-15.68000000000011,-3136.0,99.28707446630816,37149.50000000001
161,8,8,16,49.20624999999989,9841.25,92.3202954075219,46627.75000000006
162,8,8,18,76.1799999999999,15236.0,87.26063223799576,44041.74999999998
163,8,8,20,80.92874999999985,16185.75,85.53904187099218,42518.24999999995
164,8,8,22,83.42874999999985,16685.75,84.728521994573,42543.25000000005
165,8,8,24,79.93999999999983,15988.0,85.57409175669537,42793.24999999993
166,8,8,26,90.43999999999986,18088.0,83.66676605291592,42793.249999999956
167,8,8,28,84.72499999999982,16945.0,86.07933097160124,44465.99999999991
168,8,10,6,85.24374999999989,17048.75,76.63430244680762,42266.500000000065
169,8,10,8,74.50249999999984,14900.5,95.23430871051427,49103.99999999998
170,8,10,10,-37.450000000000145,-7490.0,99.43015128685363,52956.249999999985
171,8,10,12,-40.67875000000018,-8135.75,99.31662113969196,52355.75000000008
172,8,10,14,-33.9612500000002,-6792.25,99.69609016462968,52897.24999999999
173,8,10,16,59.679999999999836,11936.0,90.652851950914,51008.99999999998
174,8,10,18,66.2087499999999,13241.75,85.88912440025902,48422.99999999994
175,8,10,20,90.88374999999988,18176.75,78.04336691138812,43424.499999999825
176,8,10,22,98.00874999999985,19601.75,76.11835708592105,43449.49999999999
177,8,10,24,96.14499999999987,19229.0,76.39438835715225,43699.50000000007
178,8,10,26,107.48124999999989,21496.25,74.72586664614681,43699.5
179,8,10,28,101.76624999999989,20353.25,76.91580705040737,45372.25000000006
180,8,12,6,-57.55875000000012,-11511.75,98.60729686285912,41561.249999999985
181,8,12,8,-38.64000000000015,-7728.0,96.6782809364929,42522.250000000044
182,8,12,10,-37.096250000000154,-7419.25,96.25026917366519,42462.25000000001
183,8,12,12,-36.76125000000018,-7352.25,94.2479881432124,38472.50000000001
184,8,12,14,-32.3300000000001,-6466.0,97.39585529049705,40429.74999999991
185,8,12,16,-40.226250000000164,-8045.25,99.24743302882972,44245.24999999997
186,8,12,18,-34.71375000000009,-6942.75,99.41808129439164,42796.75000000001
187,8,12,20,-34.00625000000011,-6801.25,97.885558175218,39233.99999999998
188,8,12,22,-26.881250000000108,-5376.25,97.29056031212748,40396.50000000001
189,8,12,24,-27.476250000000107,-5495.25,97.6082127634028,40646.49999999997
190,8,12,26,-26.04875000000011,-5209.75,98.15663928677016,42332.750000000044
191,8,12,28,-31.763750000000147,-6352.75,99.86364938413065,43578.00000000004
192,8,14,6,-38.29625000000011,-7659.25,97.35466010458329,41936.24999999999
193,8,14,8,-36.86125000000012,-7372.25,96.62492065817104,39579.49999999999
194,8,14,10,-38.543750000000124,-7708.75,96.01293924511843,34652.75000000004
195,8,14,12,-49.54125000000018,-9908.25,96.89273782880873,29873.00000000003
196,8,14,14,-42.60250000000014,-8520.5,97.00845386184248,31154.750000000025
197,8,14,16,-43.68625000000014,-8737.25,99.47142385199874,34626.49999999997
198,8,14,18,-39.081250000000075,-7816.25,95.96302977043928,31122.25000000004
199,8,14,20,-30.063750000000073,-6012.75,98.12761358830994,31326.75000000001
200,8,14,22,-27.438750000000073,-5487.75,98.01510587600596,32702.25000000003
201,8,14,24,-27.447500000000062,-5489.5,95.65392001518795,32749.75000000004
202,8,14,26,-29.990000000000084,-5998.0,98.03556013376766,33785.74999999998
203,8,14,28,-27.341250000000088,-5468.25,96.6066194867396,33785.75000000002
204,8,16,6,93.45499999999983,18691.0,96.52466204581734,49750.50000000007
205,8,16,8,71.65624999999983,14331.25,94.75773027555205,47155.000000000015
206,8,16,10,-21.437500000000174,-4287.5,97.83987983140533,43640.49999999997
207,8,16,12,-21.382500000000217,-4276.5,95.61674678999586,39281.749999999905
208,8,16,14,78.96999999999986,15794.0,97.80716620263898,40399.25000000001
209,8,16,16,111.63999999999979,22328.0,87.62415949038586,37139.50000000004
210,8,16,18,103.6437499999999,20728.75,94.43833424986263,37780.99999999999
211,8,16,20,-29.191250000000103,-5838.25,99.923581307442,36612.25
212,8,16,22,-22.44125000000009,-4488.25,96.40049729971523,36637.25000000006
213,8,16,24,-23.69625000000008,-4739.25,98.26208221232598,37344.75000000006
214,8,16,26,-27.763750000000098,-5552.75,99.23232851631471,37939.00000000004
215,8,16,28,-28.002500000000147,-5600.5,99.43332287417638,39611.75000000003
216,8,18,6,148.32624999999985,29665.25,73.1886345698501,41728.49999999993
217,8,18,8,175.01374999999985,35002.75,67.45982049676485,41207.99999999992
218,8,18,10,115.6349999999999,23127.0,96.16516418328747,51469.99999999996
219,8,18,12,166.82249999999985,33364.5,82.97604419485552,40854.49999999999
220,8,18,14,160.11499999999984,32023.0,84.68815768172261,41849.50000000001
221,8,18,16,186.78499999999983,37357.0,75.80635345666997,37369.49999999998
222,8,18,18,182.9062499999999,36581.25,79.92298267110105,38810.99999999997
223,8,18,20,166.68999999999986,33338.0,89.63318454878012,40061.999999999956
224,8,18,22,173.18999999999986,34638.0,87.0311872428654,40087.0
225,8,18,24,153.46624999999986,30693.25,94.66312123141462,44232.99999999998
226,8,18,26,162.84124999999986,32568.25,92.84503612902554,44232.99999999999
227,8,18,28,168.72749999999985,33745.5,90.97137931205323,45905.74999999994
228,8,20,6,189.07999999999996,37816.0,46.325637966926365,24757.00000000005
229,8,20,8,133.99249999999998,26798.5,63.807634639920266,34257.999999999956
230,8,20,10,80.27999999999992,16056.0,90.27131107794727,47936.99999999995
231,8,20,12,125.75874999999992,25151.75,74.36200355828343,39497.749999999985
232,8,20,14,103.6287499999999,20725.75,85.40810582606258,45518.25000000004
233,8,20,16,138.79874999999987,27759.75,74.79859655518096,41038.250000000065
234,8,20,18,134.5125,26902.5,78.47800182894727,42479.750000000044
235,8,20,20,162.8975,32579.5,80.8965808523805,41180.000000000065
236,8,20,22,154.80124999999995,30960.25,78.83182352997451,41205.000000000015
237,8,20,24,130.71124999999998,26142.25,87.10876350540221,45351.0
238,8,20,26,140.08624999999998,28017.25,85.60426596196505,45351.00000000002
239,8,20,28,146.34749999999994,29269.5,84.16260235357288,47023.74999999997
240,8,22,6,153.66749999999993,30733.5,37.86333503314639,18191.250000000036
241,8,22,8,128.17249999999996,25634.5,46.697615225534015,24217.499999999956
242,8,22,10,152.21874999999994,30443.75,58.182736038681405,31406.749999999956
243,8,22,12,204.26749999999993,40853.5,42.536032403256534,23602.500000000015
244,8,22,14,172.37749999999997,34475.5,48.0362522695078,24076.250000000015
245,8,22,16,186.71124999999992,37342.25,43.59440948264968,21561.25
246,8,22,18,182.8325,36566.5,47.21103374672258,23002.75000000005
247,8,22,20,198.56999999999996,39714.0,42.06601095643609,20080.00000000003
248,8,22,22,205.0699999999999,41014.0,40.94746382346052,20104.99999999999
249,8,22,24,187.38999999999996,37478.0,48.32368560013541,24251.00000000003
250,8,22,26,192.13999999999996,38428.0,48.32368560013541,24251.00000000003
251,8,22,28,190.19624999999994,38039.25,50.407361676891306,25923.750000000084
252,8,24,6,120.28499999999995,24057.0,39.42051208331349,18510.00000000006
253,8,24,8,109.62624999999997,21925.25,46.73727219478746,24536.250000000015
254,8,24,10,174.47499999999997,34895.0,51.659257811863945,31725.499999999975
255,8,24,12,248.0912499999999,49618.25,36.6279046430134,22812.499999999978
256,8,24,14,208.12624999999994,41625.25,40.91444183819589,23286.250000000036
257,8,24,16,211.08499999999992,42217.0,41.21403487017794,23266.250000000044
258,8,24,18,209.70624999999998,41941.25,43.96651051884678,24707.749999999978
259,8,24,20,217.81875,43563.75,38.94561861790548,21320.00000000006
260,8,24,22,224.31874999999994,44863.75,38.04270335781001,21345.000000000022
261,8,24,24,200.31374999999997,40062.75,45.55380821330285,25490.999999999996
262,8,24,26,205.06375,41012.75,45.55380821330285,25490.999999999996
263,8,24,28,231.64999999999992,46330.0,43.20072203314355,27163.749999999935
264,8,26,6,72.23249999999996,14446.5,52.069937679295734,21054.999999999993
265,8,26,8,65.90374999999999,13180.75,57.81033194577866,27081.249999999967
266,8,26,10,121.12750000000001,24225.5,63.2532564744729,33906.75000000007
267,8,26,12,192.37749999999994,38475.5,46.19916820702408,24993.750000000044
268,8,26,14,147.17999999999992,29436.0,53.01946007276056,25467.49999999997
269,8,26,16,188.46249999999992,37692.5,35.35883505118301,17555.749999999978
270,8,26,18,174.81,34962.0,38.59816148858073,18244.000000000022
271,8,26,20,202.3225,40464.5,33.70615098094243,16514.749999999953
272,8,26,22,195.38749999999996,39077.5,33.13802703855131,16514.75
273,8,26,24,171.38249999999996,34276.5,41.582429746660274,20660.749999999916
274,8,26,26,176.13249999999996,35226.5,41.582429746660274,20660.749999999916
275,8,26,28,203.59124999999995,40718.25,39.33980086576273,22333.499999999964
276,8,28,6,91.9075,18381.5,52.959163420745824,21346.24999999999
277,8,28,8,92.40000000000003,18480.0,56.91902204708854,27372.50000000002
278,8,28,10,101.04500000000003,20209.0,74.6009325661931,34198.000000000044
279,8,28,12,178.46749999999994,35693.5,53.03590437386274,25284.999999999996
280,8,28,14,152.39499999999992,30479.0,61.04074790612722,25398.750000000015
281,8,28,16,212.30999999999992,42462.0,35.26205973031045,14153.749999999989
282,8,28,18,230.13125,46026.25,35.619057173750676,15976.750000000022
283,8,28,20,227.45250000000004,45490.5,31.559730196777995,14153.750000000011
284,8,28,22,205.92125000000001,41184.25,30.96253759912499,14153.750000000011
285,8,28,24,183.16625,36633.25,37.797372191223026,20050.750000000036
286,8,28,26,187.91625000000002,37583.25,37.797372191223026,20050.750000000036
287,8,28,28,212.45999999999995,42492.0,36.48586232669071,21723.499999999985
288,10,6,6,154.2012499999998,30840.25,65.22219581749059,13722.750000000018
289,10,6,8,174.58249999999992,34916.5,71.91969834214568,34141.00000000002
290,10,6,10,129.4899999999999,25898.0,75.08353740873827,32806.249999999985
291,10,6,12,131.34499999999997,26269.0,75.57934976472953,31040.24999999993
292,10,6,14,145.72749999999994,29145.5,77.0376235211718,37946.99999999995
293,10,6,16,143.7549999999999,28751.0,74.62259777831142,33403.499999999956
294,10,6,18,159.05874999999995,31811.75,71.21775524837003,32032.49999999995
295,10,6,20,158.68374999999995,31736.75,71.3845025095463,32107.499999999964
296,10,6,22,139.81999999999994,27964.0,77.99055836701011,32132.500000000033
297,10,6,24,128.68624999999994,25737.25,81.37127662941974,32132.500000000004
298,10,6,26,138.18624999999994,27637.25,79.08469988354159,31407.500000000015
299,10,6,28,124.3462499999999,24869.25,85.65907531364505,33080.249999999956
300,10,8,6,212.74749999999995,42549.5,64.73137852683034,25426.000000000022
301,10,8,8,159.6287499999999,31925.75,62.74692824655488,27729.749999999935
302,10,8,10,109.04999999999994,21810.0,77.02992998898084,34602.99999999998
303,10,8,12,77.80499999999995,15561.0,81.77149106641136,33832.74999999993
304,10,8,14,72.04749999999999,14409.5,87.27442583759823,37601.749999999905
305,10,8,16,99.40124999999993,19880.25,72.59170811893281,33893.24999999999
306,10,8,18,114.32999999999996,22866.0,70.10578731522247,32522.249999999985
307,10,8,20,131.70499999999996,26341.0,61.04969576740737,28620.249999999985
308,10,8,22,127.32999999999997,25466.0,62.2448813294148,28645.25000000003
309,10,8,24,123.73499999999997,24747.0,62.52203093880445,28645.25
310,10,8,26,129.60999999999996,25922.0,62.216490646974144,28645.24999999994
311,10,8,28,115.76999999999992,23154.0,67.45427846749436,30318.000000000036
312,10,10,6,109.24374999999982,21848.75,77.23807957734157,36402.499999999985
313,10,10,8,-56.02250000000014,-11204.5,98.34729441575561,43469.74999999996
314,10,10,10,-44.11500000000012,-8823.0,97.56262419385166,47993.250000000044
315,10,10,12,48.75499999999992,9751.0,99.76880234418843,48007.75000000003
316,10,10,14,57.222499999999876,11444.5,96.37908442784483,46706.75000000002
317,10,10,16,89.1612499999999,17832.25,82.03699686433828,41598.50000000004
318,10,10,18,101.31624999999997,20263.25,72.34989910996298,37738.249999999985
319,10,10,20,121.44124999999997,24288.25,64.13154458031588,33761.25000000008
320,10,10,22,121.69124999999997,24338.25,64.08772969768816,33786.24999999988
321,10,10,24,119.72124999999996,23944.25,63.940972468643395,33786.24999999997
322,10,10,26,126.43249999999998,25286.5,63.50560129318451,33786.25000000013
323,10,10,28,112.59249999999994,22518.5,68.05068441228825,35458.999999999985
324,10,12,6,-41.82125000000007,-8364.25,99.73319308867487,38875.49999999991
325,10,12,8,-46.51250000000016,-9302.5,99.90319290542297,43343.25000000005
326,10,12,10,-33.137500000000124,-6627.5,98.66517964019414,42243.24999999997
327,10,12,12,-39.455000000000126,-7891.0,97.5060026334134,37767.00000000003
328,10,12,14,-38.960000000000115,-7792.0,97.45831444098886,38152.24999999993
329,10,12,16,-38.952500000000136,-7790.5,98.36805070699593,40505.75000000002
330,10,12,18,-34.77125000000005,-6954.25,95.47855469893628,39134.74999999996
331,10,12,20,-43.23250000000008,-8646.5,99.43995806321043,37464.74999999996
332,10,12,22,-42.98250000000009,-8596.5,99.30862300748993,37489.749999999956
333,10,12,24,-42.327500000000065,-8465.5,98.99133258959515,37489.74999999995
334,10,12,26,-38.52000000000007,-7704.0,96.13187771246146,37489.74999999998
335,10,12,28,-39.3550000000001,-7871.0,98.95390866158354,37506.49999999991
336,10,14,6,-35.16250000000008,-7032.5,98.44230741710676,34395.25000000002
337,10,14,8,-31.783750000000072,-6356.75,97.16694992809522,37161.49999999997
338,10,14,10,-35.09500000000012,-7019.0,99.41933191186926,34970.75000000002
339,10,14,12,-34.77125000000012,-6954.25,95.50444039936016,25970.999999999996
340,10,14,14,-37.53750000000011,-7507.5,99.69594355010287,28116.249999999996
341,10,14,16,-25.871250000000128,-5174.25,97.03675793351753,28972.74999999992
342,10,14,18,-41.49875000000007,-8299.75,99.38589110843186,28645.24999999999
343,10,14,20,-31.84875000000007,-6369.75,91.60224535778109,23580.249999999916
344,10,14,22,-31.473750000000074,-6294.75,91.33613510477593,23580.25000000007
345,10,14,24,-39.34125000000006,-7868.25,98.92376429595079,26403.000000000073
346,10,14,26,-35.45625000000006,-7091.25,95.91025348831319,28405.499999999978
347,10,14,28,-38.498750000000086,-7699.75,98.43714390898097,28075.74999999998
348,10,16,6,123.40249999999978,24680.5,93.32588470153411,44061.25000000002
349,10,16,8,-38.28000000000012,-7656.0,97.54133176501347,44780.25000000005
350,10,16,10,-14.815000000000165,-2963.0,97.87690120824456,43035.249999999876
351,10,16,12,-13.757500000000144,-2751.5,96.4076329884898,38067.99999999998
352,10,16,14,-29.740000000000112,-5948.0,94.7174948944861,36524.24999999997
353,10,16,16,112.68374999999993,22536.75,88.45389133912325,34144.750000000044
354,10,16,18,104.82374999999999,20964.75,95.83338879054477,36001.24999999995
355,10,16,20,-38.787500000000044,-7757.5,98.41784540384828,33310.75
356,10,16,22,-38.91250000000004,-7782.5,98.49170883037263,33335.75
357,10,16,24,-47.32750000000006,-9465.5,94.38047051002695,31944.25
358,10,16,26,-38.520000000000046,-7704.0,94.90904769332472,31944.25
359,10,16,28,-45.00875000000009,-9001.75,99.87892833002802,33617.00000000001
360,10,18,6,137.91999999999982,27584.0,88.40366084393018,40183.0
361,10,18,8,-42.00500000000012,-8401.0,99.00651256453656,46215.249999999956
362,10,18,10,-16.000000000000156,-3200.0,98.25476251234319,44278.999999999985
363,10,18,12,-18.765000000000168,-3753.0,98.84281810621367,41597.999999999935
364,10,18,14,-32.241250000000136,-6448.25,98.61437183676847,41794.24999999994
365,10,18,16,152.6162499999999,30523.25,92.37898636704848,38149.75000000006
366,10,18,18,148.87374999999997,29774.75,97.37741691076893,40806.25000000007
367,10,18,20,-40.978750000000105,-8195.75,97.52062328139324,37238.249999999985
368,10,18,22,-41.1037500000001,-8220.75,97.5860940159749,37263.249999999985
369,10,18,24,-40.9875000000001,-8197.5,97.9901813317289,38273.249999999935
370,10,18,26,-40.9875000000001,-8197.5,97.9901813317289,38273.249999999935
371,10,18,28,-49.35125000000013,-9870.25,96.11541735740853,37540.99999999994
372,10,20,6,252.63249999999994,50526.5,45.14879178320884,9846.500000000018
373,10,20,8,140.09374999999991,28018.75,80.2893850567544,40229.99999999999
374,10,20,10,128.81749999999997,25763.5,93.08356784534443,47548.249999999956
375,10,20,12,168.56625,33713.25,78.37428409468517,40095.499999999956
376,10,20,14,166.375,33275.0,78.2554017965526,40291.75000000003
377,10,20,16,188.2225,37644.5,68.5757792194909,34564.249999999985
378,10,20,18,184.48000000000005,36896.0,72.96576735524025,37220.74999999988
379,10,20,20,174.57250000000005,34914.5,71.51014954962722,33184.99999999996
380,10,20,22,163.12750000000005,32625.5,71.56402189372064,33209.999999999956
381,10,20,24,142.16250000000008,28432.5,79.31576877703499,36305.999999999935
382,10,20,26,146.91250000000008,29382.5,79.31576877703499,36305.999999999935
383,10,20,28,138.54875000000004,27709.75,82.97013588500022,37978.749999999935
384,10,22,6,188.18249999999992,37636.5,45.64458652132902,21774.750000000022
385,10,22,8,80.15499999999996,16031.0,82.50832718995679,38332.74999999997
386,10,22,10,71.25249999999996,14250.5,94.51685367954641,41969.49999999994
387,10,22,12,124.94624999999999,24989.25,75.01719907354321,32712.750000000025
388,10,22,14,166.50749999999996,33301.5,59.7768319468312,26263.25000000003
389,10,22,16,177.01874999999993,35403.75,56.11703294293103,25585.999999999913
390,10,22,18,173.27625000000003,34655.25,58.208599235597624,25014.999999999985
391,10,22,20,182.61875000000003,36523.75,54.77125832610918,24956.250000000044
392,10,22,22,182.24375000000003,36448.75,54.82612560216838,24981.250000000044
393,10,22,24,167.68875,33537.75,60.74105723155472,28077.25000000007
394,10,22,26,172.43875,34487.75,60.74105723155472,28077.25000000007
395,10,22,28,164.075,32815.0,64.35980919209511,29750.00000000007
396,10,24,6,95.31749999999988,19063.5,58.896889824847456,26009.75000000003
397,10,24,8,53.857499999999916,10771.5,79.18026704236865,36811.50000000008
398,10,24,10,114.97374999999994,22994.75,71.53960953057992,37989.499999999985
399,10,24,12,175.2349999999999,35047.0,54.361366118605545,27623.999999999964
400,10,24,14,144.35374999999993,28870.75,65.33574685835625,32845.75000000001
401,10,24,16,147.37124999999995,29474.25,62.78251827384778,30792.000000000033
402,10,24,18,144.75375000000003,28950.75,67.07306680035094,33448.500000000044
403,10,24,20,154.09625,30819.25,60.66798675783542,29412.74999999999
404,10,24,22,153.72125,30744.25,60.71955281911655,29437.749999999996
405,10,24,24,135.71625,27143.25,67.10549384816888,32533.75
406,10,24,26,140.46625,28093.25,67.10549384816888,32533.75
407,10,24,28,134.5525,26910.5,69.89262691172115,34206.499999999956
408,10,26,6,115.77124999999988,23154.25,49.71616552664835,18588.75000000001
409,10,26,8,41.82874999999991,8365.75,82.58083461124347,31637.749999999978
410,10,26,10,84.24249999999994,16848.5,79.88983066339247,32776.99999999997
411,10,26,12,153.31124999999992,30662.25,58.86123210952088,26012.249999999945
412,10,26,14,105.19749999999992,21039.5,70.22426937738247,27633.250000000044
413,10,26,16,101.71374999999993,20342.75,66.89473553142746,26862.25000000003
414,10,26,18,88.72125000000004,17744.25,74.07093183191287,28811.0
415,10,26,20,105.58875000000005,21117.75,64.78520183248337,26232.500000000044
416,10,26,22,100.45500000000003,20091.0,65.65770226173058,26257.50000000001
417,10,26,24,81.70000000000005,16340.0,73.67568992131315,29353.49999999997
418,10,26,26,86.45000000000002,17290.0,73.67568992131315,29353.49999999997
419,10,26,28,82.58624999999998,16517.25,76.19132399346785,31026.24999999991
420,10,28,6,174.35374999999993,34870.75,43.46280911846154,19108.750000000033
421,10,28,8,121.64124999999993,24328.25,60.08626130864718,28559.00000000002
422,10,28,10,145.86749999999992,29173.5,63.83425758748174,29698.25
423,10,28,12,209.19874999999988,41839.75,47.13348316410478,23488.500000000004
424,10,28,14,195.95624999999993,39191.25,51.431818437545694,22854.50000000003
425,10,28,16,201.72249999999994,40344.5,47.4875452304788,22638.500000000007
426,10,28,18,195.60500000000002,39121.0,49.493041911800724,22734.999999999956
427,10,28,20,174.53500000000005,34907.0,45.306740192405655,22676.24999999998
428,10,28,22,158.33125000000007,31666.25,45.7870188084926,22676.250000000022
429,10,28,24,139.57625000000007,27915.25,52.19643345383845,25772.25
430,10,28,26,144.32625000000007,28865.25,52.19643345383845,25772.25
431,10,28,28,140.46250000000003,28092.5,54.61093810627693,27445.000000000076
432,12,6,6,155.33999999999978,31068.0,73.65649356281682,14860.75000000001
433,12,6,8,190.89499999999987,38179.0,50.092982396093596,10976.749999999989
434,12,6,10,182.43249999999978,36486.5,50.84552628707899,10486.000000000018
435,12,6,12,231.83249999999984,46366.5,49.3023650491557,10167.750000000005
436,12,6,14,222.0562499999999,44411.25,45.80415765774698,23091.24999999992
437,12,6,16,181.73999999999992,36348.0,61.67772861356935,12545.250000000004
438,12,6,18,197.04375000000002,39408.75,60.62069813176011,12330.250000000004
439,12,6,20,203.16875,40633.75,60.62069813176011,12330.250000000004
440,12,6,22,216.8274999999999,43365.5,57.53200143557841,12022.749999999998
441,12,6,24,208.06874999999994,41613.75,54.262471587510454,11339.499999999998
442,12,6,26,212.8187499999999,42563.75,53.07913669064752,11067.000000000011
443,12,6,28,198.9787499999999,39795.75,56.56125000000007,11312.250000000016
444,12,8,6,190.40999999999983,38082.0,76.10344326601782,26191.00000000001
445,12,8,8,158.33499999999978,31667.0,54.54743888242144,22490.999999999996
446,12,8,10,143.0574999999999,28611.5,56.50565388397252,11493.250000000007
447,12,8,12,148.8324999999999,29766.5,55.5149950835792,11291.750000000005
448,12,8,14,140.82499999999993,28165.0,54.78847360401547,24451.00000000001
449,12,8,16,141.0862499999999,28217.25,55.68707720725896,27885.999999999975
450,12,8,18,156.01499999999996,31203.0,53.268375982521846,26515.000000000102
451,12,8,20,151.38999999999996,30278.0,54.514235924245924,26590.000000000047
452,12,8,22,163.88999999999993,32778.0,50.47374087809552,10547.750000000011
453,12,8,24,162.91999999999996,32584.0,49.89472424931216,10426.75000000001
454,12,8,26,164.04499999999993,32809.0,48.701438848920944,10154.250000000016
455,12,8,28,150.2049999999999,30041.0,53.205990350540176,24922.749999999956
456,12,10,6,70.86624999999978,14173.25,82.52142028660167,33083.25000000003
457,12,10,8,52.29874999999985,10459.75,87.58840103163305,34894.99999999993
458,12,10,10,64.65874999999988,12931.75,81.2087129225854,37617.49999999991
459,12,10,12,82.46624999999993,16493.25,76.47093617250098,35553.250000000015
460,12,10,14,88.68374999999988,17736.75,74.07334258567319,34692.25000000003
461,12,10,16,121.64249999999986,24328.5,65.89983952405188,33673.499999999956
462,12,10,18,130.28874999999994,26057.75,61.467981561032715,32302.500000000025
463,12,10,20,119.16999999999993,23834.0,65.01328341987681,32302.499999999953
464,12,10,22,130.16999999999993,26034.0,60.66497859769696,30187.499999999953
