,period_sma5,period_sma25,period_he,period_direc,return,pnl,drawdown (%),drawdown (abs)
151,5,12,10,20,2432.66875,486533.75,32.732774147637116,29668.250000000044
152,5,12,12,6,2390.46,478092.0,32.85841005238239,31301.250000000116
153,5,12,12,8,2486.3100000000004,497262.0,30.91904072106872,30255.749999999884
154,5,12,12,10,2532.98,506596.0,29.992771790776157,29668.250000000102
155,5,12,12,12,2531.1200000000003,506224.0,30.615508308022164,8567.750000000007
156,5,12,12,14,2526.90625,505381.25,30.615508308022164,8567.750000000007
157,5,12,12,16,2482.0637500000003,496412.75,34.764658145668484,8567.749999999996
158,5,12,12,18,2466.29125,493258.25,32.10024479638617,29668.249999999905
159,5,12,12,20,2432.66875,486533.75,32.732774147637116,29668.250000000044
160,5,12,14,6,2390.46,478092.0,32.85841005238239,31301.250000000116
161,5,12,14,8,2486.3100000000004,497262.0,30.91904072106872,30255.749999999884
162,5,12,14,10,2532.98,506596.0,29.992771790776157,29668.250000000102
163,5,12,14,12,2531.1200000000003,506224.0,30.615508308022164,8567.750000000007
164,5,12,14,14,2526.90625,505381.25,30.615508308022164,8567.750000000007
165,5,12,14,16,2482.0637500000003,496412.75,34.764658145668484,8567.749999999996
166,5,12,14,18,2466.29125,493258.25,32.10024479638617,29668.249999999905
167,5,12,14,20,2432.66875,486533.75,32.732774147637116,29668.250000000044
168,5,12,16,6,2390.46,478092.0,32.85841005238239,31301.250000000116
169,5,12,16,8,2486.3100000000004,497262.0,30.91904072106872,30255.749999999884
170,5,12,16,10,2532.98,506596.0,29.992771790776157,29668.250000000102
171,5,12,16,12,2531.1200000000003,506224.0,30.615508308022164,8567.750000000007
172,5,12,16,14,2526.90625,505381.25,30.615508308022164,8567.750000000007
173,5,12,16,16,2482.0637500000003,496412.75,34.764658145668484,8567.749999999996
174,5,12,16,18,2466.29125,493258.25,32.10024479638617,29668.249999999905
175,5,12,16,20,2432.66875,486533.75,32.732774147637116,29668.250000000044
176,5,12,18,6,2390.46,478092.0,32.85841005238239,31301.250000000116
177,5,12,18,8,2486.3100000000004,497262.0,30.91904072106872,30255.749999999884
178,5,12,18,10,2532.98,506596.0,29.992771790776157,29668.250000000102
179,5,12,18,12,2531.1200000000003,506224.0,30.615508308022164,8567.750000000007
180,5,12,18,14,2526.90625,505381.25,30.615508308022164,8567.750000000007
181,5,12,18,16,2482.0637500000003,496412.75,34.764658145668484,8567.749999999996
182,5,12,18,18,2466.29125,493258.25,32.10024479638617,29668.249999999905
183,5,12,18,20,2432.66875,486533.75,32.732774147637116,29668.250000000044
184,5,12,20,6,2390.46,478092.0,32.85841005238239,31301.250000000116
185,5,12,20,8,2486.3100000000004,497262.0,30.91904072106872,30255.749999999884
186,5,12,20,10,2532.98,506596.0,29.992771790776157,29668.250000000102
187,5,12,20,12,2531.1200000000003,506224.0,30.615508308022164,8567.750000000007
188,5,12,20,14,2526.90625,505381.25,30.615508308022164,8567.750000000007
189,5,12,20,16,2482.0637500000003,496412.75,34.764658145668484,8567.749999999996
190,5,12,20,18,2466.29125,493258.25,32.10024479638617,29668.249999999905
191,5,12,20,20,2432.66875,486533.75,32.732774147637116,29668.250000000044
192,5,14,6,6,2418.36875,483673.75,30.297502344216127,8885.499999999982
193,5,14,6,8,2539.4487500000005,507889.75,30.297502344216127,8885.499999999982
194,5,14,6,10,2570.4900000000002,514098.0,31.375353107344644,8885.500000000004
195,5,14,6,12,2571.8187500000004,514363.75,33.55190280507412,9389.5
196,5,14,6,14,2578.8250000000003,515765.0,33.55190280507412,9389.5
197,5,14,6,16,2533.9825,506796.5,38.09900588354634,9389.499999999995
198,5,14,6,18,2523.91625,504783.25,35.201866504361895,8675.499999999987
199,5,14,6,20,2491.5437500000003,498308.75,34.98709610818623,8473.000000000002
200,5,14,8,6,2418.36875,483673.75,30.297502344216127,8885.499999999982
201,5,14,8,8,2539.4487500000005,507889.75,30.297502344216127,8885.499999999982
202,5,14,8,10,2570.4900000000002,514098.0,31.375353107344644,8885.500000000004
203,5,14,8,12,2571.8187500000004,514363.75,33.55190280507412,9389.5
204,5,14,8,14,2578.8250000000003,515765.0,33.55190280507412,9389.5
205,5,14,8,16,2533.9825,506796.5,38.09900588354634,9389.499999999995
206,5,14,8,18,2523.91625,504783.25,35.201866504361895,8675.499999999987
207,5,14,8,20,2491.5437500000003,498308.75,34.98709610818623,8473.000000000002
208,5,14,10,6,2418.36875,483673.75,30.297502344216127,8885.499999999982
209,5,14,10,8,2539.4487500000005,507889.75,30.297502344216127,8885.499999999982
210,5,14,10,10,2570.4900000000002,514098.0,31.375353107344644,8885.500000000004
211,5,14,10,12,2571.8187500000004,514363.75,33.55190280507412,9389.5
212,5,14,10,14,2578.8250000000003,515765.0,33.55190280507412,9389.5
213,5,14,10,16,2533.9825,506796.5,38.09900588354634,9389.499999999995
214,5,14,10,18,2523.91625,504783.25,35.201866504361895,8675.499999999987
215,5,14,10,20,2491.5437500000003,498308.75,34.98709610818623,8473.000000000002
216,5,14,12,6,2418.36875,483673.75,30.297502344216127,8885.499999999982
217,5,14,12,8,2539.4487500000005,507889.75,30.297502344216127,8885.499999999982
218,5,14,12,10,2570.4900000000002,514098.0,31.375353107344644,8885.500000000004
219,5,14,12,12,2571.8187500000004,514363.75,33.55190280507412,9389.5
220,5,14,12,14,2578.8250000000003,515765.0,33.55190280507412,9389.5
221,5,14,12,16,2533.9825,506796.5,38.09900588354634,9389.499999999995
222,5,14,12,18,2523.91625,504783.25,35.201866504361895,8675.499999999987
223,5,14,12,20,2491.5437500000003,498308.75,34.98709610818623,8473.000000000002
224,5,14,14,6,2418.36875,483673.75,30.297502344216127,8885.499999999982
225,5,14,14,8,2539.4487500000005,507889.75,30.297502344216127,8885.499999999982
226,5,14,14,10,2570.4900000000002,514098.0,31.375353107344644,8885.500000000004
227,5,14,14,12,2571.8187500000004,514363.75,33.55190280507412,9389.5
228,5,14,14,14,2578.8250000000003,515765.0,33.55190280507412,9389.5
229,5,14,14,16,2533.9825,506796.5,38.09900588354634,9389.499999999995
230,5,14,14,18,2523.91625,504783.25,35.201866504361895,8675.499999999987
231,5,14,14,20,2491.5437500000003,498308.75,34.98709610818623,8473.000000000002
232,5,14,16,6,2418.36875,483673.75,30.297502344216127,8885.499999999982
233,5,14,16,8,2539.4487500000005,507889.75,30.297502344216127,8885.499999999982
234,5,14,16,10,2570.4900000000002,514098.0,31.375353107344644,8885.500000000004
235,5,14,16,12,2571.8187500000004,514363.75,33.55190280507412,9389.5
236,5,14,16,14,2578.8250000000003,515765.0,33.55190280507412,9389.5
237,5,14,16,16,2533.9825,506796.5,38.09900588354634,9389.499999999995
238,5,14,16,18,2523.91625,504783.25,35.201866504361895,8675.499999999987
239,5,14,16,20,2491.5437500000003,498308.75,34.98709610818623,8473.000000000002
240,5,14,18,6,2418.36875,483673.75,30.297502344216127,8885.499999999982
241,5,14,18,8,2539.4487500000005,507889.75,30.297502344216127,8885.499999999982
242,5,14,18,10,2570.4900000000002,514098.0,31.375353107344644,8885.500000000004
243,5,14,18,12,2571.8187500000004,514363.75,33.55190280507412,9389.5
244,5,14,18,14,2578.8250000000003,515765.0,33.55190280507412,9389.5
245,5,14,18,16,2533.9825,506796.5,38.09900588354634,9389.499999999995
246,5,14,18,18,2523.91625,504783.25,35.201866504361895,8675.499999999987
247,5,14,18,20,2491.5437500000003,498308.75,34.98709610818623,8473.000000000002
248,5,14,20,6,2418.36875,483673.75,30.297502344216127,8885.499999999982
249,5,14,20,8,2539.4487500000005,507889.75,30.297502344216127,8885.499999999982
250,5,14,20,10,2570.4900000000002,514098.0,31.375353107344644,8885.500000000004
251,5,14,20,12,2571.8187500000004,514363.75,33.55190280507412,9389.5
252,5,14,20,14,2578.8250000000003,515765.0,33.55190280507412,9389.5
253,5,14,20,16,2533.9825,506796.5,38.09900588354634,9389.499999999995
254,5,14,20,18,2523.91625,504783.25,35.201866504361895,8675.499999999987
255,5,14,20,20,2491.5437500000003,498308.75,34.98709610818623,8473.000000000002
256,5,16,6,6,2289.7200000000003,457944.0,47.53455220989447,50919.2500000001
257,5,16,6,8,2366.2300000000005,473246.0,45.14912030561859,49873.750000000044
258,5,16,6,10,2411.0875,482217.5,43.512762862055276,48527.499999999665
259,5,16,6,12,2395.10375,479020.75,44.28588088440454,51266.000000000095
260,5,16,6,14,2416.0237500000003,483204.75,48.343719394343815,55778.49999999997
261,5,16,6,16,2344.02625,468805.25,52.28629814677676,55778.49999999987
262,5,16,6,18,2318.9775,463795.5,52.643202468955195,55778.500000000065
263,5,16,6,20,2283.2925,456658.5,53.54577504505864,55778.49999999987
264,5,16,8,6,2289.7200000000003,457944.0,47.53455220989447,50919.2500000001
265,5,16,8,8,2366.2300000000005,473246.0,45.14912030561859,49873.750000000044
266,5,16,8,10,2411.0875,482217.5,43.512762862055276,48527.499999999665
267,5,16,8,12,2395.10375,479020.75,44.28588088440454,51266.000000000095
268,5,16,8,14,2416.0237500000003,483204.75,48.343719394343815,55778.49999999997
269,5,16,8,16,2344.02625,468805.25,52.28629814677676,55778.49999999987
270,5,16,8,18,2318.9775,463795.5,52.643202468955195,55778.500000000065
271,5,16,8,20,2283.2925,456658.5,53.54577504505864,55778.49999999987
272,5,16,10,6,2289.7200000000003,457944.0,47.53455220989447,50919.2500000001
273,5,16,10,8,2366.2300000000005,473246.0,45.14912030561859,49873.750000000044
274,5,16,10,10,2411.0875,482217.5,43.512762862055276,48527.499999999665
275,5,16,10,12,2395.10375,479020.75,44.28588088440454,51266.000000000095
276,5,16,10,14,2416.0237500000003,483204.75,48.343719394343815,55778.49999999997
277,5,16,10,16,2344.02625,468805.25,52.28629814677676,55778.49999999987
278,5,16,10,18,2318.9775,463795.5,52.643202468955195,55778.500000000065
279,5,16,10,20,2283.2925,456658.5,53.54577504505864,55778.49999999987
280,5,16,12,6,2289.7200000000003,457944.0,47.53455220989447,50919.2500000001
281,5,16,12,8,2366.2300000000005,473246.0,45.14912030561859,49873.750000000044
282,5,16,12,10,2411.0875,482217.5,43.512762862055276,48527.499999999665
283,5,16,12,12,2395.10375,479020.75,44.28588088440454,51266.000000000095
284,5,16,12,14,2416.0237500000003,483204.75,48.343719394343815,55778.49999999997
285,5,16,12,16,2344.02625,468805.25,52.28629814677676,55778.49999999987
286,5,16,12,18,2318.9775,463795.5,52.643202468955195,55778.500000000065
287,5,16,12,20,2283.2925,456658.5,53.54577504505864,55778.49999999987
288,5,16,14,6,2289.7200000000003,457944.0,47.53455220989447,50919.2500000001
289,5,16,14,8,2366.2300000000005,473246.0,45.14912030561859,49873.750000000044
290,5,16,14,10,2411.0875,482217.5,43.512762862055276,48527.499999999665
291,5,16,14,12,2395.10375,479020.75,44.28588088440454,51266.000000000095
292,5,16,14,14,2416.0237500000003,483204.75,48.343719394343815,55778.49999999997
293,5,16,14,16,2344.02625,468805.25,52.28629814677676,55778.49999999987
294,5,16,14,18,2318.9775,463795.5,52.643202468955195,55778.500000000065
295,5,16,14,20,2283.2925,456658.5,53.54577504505864,55778.49999999987
296,5,16,16,6,2289.7200000000003,457944.0,47.53455220989447,50919.2500000001
297,5,16,16,8,2366.2300000000005,473246.0,45.14912030561859,49873.750000000044
298,5,16,16,10,2411.0875,482217.5,43.512762862055276,48527.499999999665
299,5,16,16,12,2395.10375,479020.75,44.28588088440454,51266.000000000095
300,5,16,16,14,2416.0237500000003,483204.75,48.343719394343815,55778.49999999997
301,5,16,16,16,2344.02625,468805.25,52.28629814677676,55778.49999999987
302,5,16,16,18,2318.9775,463795.5,52.643202468955195,55778.500000000065
303,5,16,16,20,2283.2925,456658.5,53.54577504505864,55778.49999999987
304,5,16,18,6,2289.7200000000003,457944.0,47.53455220989447,50919.2500000001
305,5,16,18,8,2366.2300000000005,473246.0,45.14912030561859,49873.750000000044
306,5,16,18,10,2411.0875,482217.5,43.512762862055276,48527.499999999665
307,5,16,18,12,2395.10375,479020.75,44.28588088440454,51266.000000000095
308,5,16,18,14,2416.0237500000003,483204.75,48.343719394343815,55778.49999999997
309,5,16,18,16,2344.02625,468805.25,52.28629814677676,55778.49999999987
310,5,16,18,18,2318.9775,463795.5,52.643202468955195,55778.500000000065
311,5,16,18,20,2283.2925,456658.5,53.54577504505864,55778.49999999987
312,5,16,20,6,2289.7200000000003,457944.0,47.53455220989447,50919.2500000001
313,5,16,20,8,2366.2300000000005,473246.0,45.14912030561859,49873.750000000044
314,5,16,20,10,2411.0875,482217.5,43.512762862055276,48527.499999999665
315,5,16,20,12,2395.10375,479020.75,44.28588088440454,51266.000000000095
316,5,16,20,14,2416.0237500000003,483204.75,48.343719394343815,55778.49999999997
317,5,16,20,16,2344.02625,468805.25,52.28629814677676,55778.49999999987
318,5,16,20,18,2318.9775,463795.5,52.643202468955195,55778.500000000065
319,5,16,20,20,2283.2925,456658.5,53.54577504505864,55778.49999999987
320,5,18,6,6,2263.7825,452756.5,47.40282909469906,50484.24999999989
321,5,18,6,8,2334.87,466974.0,46.12202854062745,50484.25000000003
322,5,18,6,10,2407.8700000000003,481574.0,43.93239151001042,48527.500000000044
323,5,18,6,12,2390.88625,478177.25,44.70303558777044,51266.00000000001
324,5,18,6,14,2402.0625,480412.5,48.672338568935395,55778.49999999991
325,5,18,6,16,2359.5125,471902.5,52.59468098648319,55778.49999999984
326,5,18,6,18,2345.08875,469017.75,51.130600580711814,55778.49999999993
327,5,18,6,20,2309.7425000000003,461948.5,52.066545784647964,55778.49999999998
328,5,18,8,6,2263.7825,452756.5,47.40282909469906,50484.24999999989
329,5,18,8,8,2334.87,466974.0,46.12202854062745,50484.25000000003
330,5,18,8,10,2407.8700000000003,481574.0,43.93239151001042,48527.500000000044
331,5,18,8,12,2390.88625,478177.25,44.70303558777044,51266.00000000001
332,5,18,8,14,2402.0625,480412.5,48.672338568935395,55778.49999999991
333,5,18,8,16,2359.5125,471902.5,52.59468098648319,55778.49999999984
334,5,18,8,18,2345.08875,469017.75,51.130600580711814,55778.49999999993
335,5,18,8,20,2309.7425000000003,461948.5,52.066545784647964,55778.49999999998
336,5,18,10,6,2263.7825,452756.5,47.40282909469906,50484.24999999989
337,5,18,10,8,2334.87,466974.0,46.12202854062745,50484.25000000003
338,5,18,10,10,2407.8700000000003,481574.0,43.93239151001042,48527.500000000044
339,5,18,10,12,2390.88625,478177.25,44.70303558777044,51266.00000000001
340,5,18,10,14,2402.0625,480412.5,48.672338568935395,55778.49999999991
341,5,18,10,16,2359.5125,471902.5,52.59468098648319,55778.49999999984
342,5,18,10,18,2345.08875,469017.75,51.130600580711814,55778.49999999993
343,5,18,10,20,2309.7425000000003,461948.5,52.066545784647964,55778.49999999998
344,5,18,12,6,2263.7825,452756.5,47.40282909469906,50484.24999999989
345,5,18,12,8,2334.87,466974.0,46.12202854062745,50484.25000000003
346,5,18,12,10,2407.8700000000003,481574.0,43.93239151001042,48527.500000000044
347,5,18,12,12,2390.88625,478177.25,44.70303558777044,51266.00000000001
348,5,18,12,14,2402.0625,480412.5,48.672338568935395,55778.49999999991
349,5,18,12,16,2359.5125,471902.5,52.59468098648319,55778.49999999984
350,5,18,12,18,2345.08875,469017.75,51.130600580711814,55778.49999999993
351,5,18,12,20,2309.7425000000003,461948.5,52.066545784647964,55778.49999999998
352,5,18,14,6,2263.7825,452756.5,47.40282909469906,50484.24999999989
353,5,18,14,8,2334.87,466974.0,46.12202854062745,50484.25000000003
354,5,18,14,10,2407.8700000000003,481574.0,43.93239151001042,48527.500000000044
355,5,18,14,12,2390.88625,478177.25,44.70303558777044,51266.00000000001
356,5,18,14,14,2402.0625,480412.5,48.672338568935395,55778.49999999991
357,5,18,14,16,2359.5125,471902.5,52.59468098648319,55778.49999999984
358,5,18,14,18,2345.08875,469017.75,51.130600580711814,55778.49999999993
359,5,18,14,20,2309.7425000000003,461948.5,52.066545784647964,55778.49999999998
360,5,18,16,6,2263.7825,452756.5,47.40282909469906,50484.24999999989
361,5,18,16,8,2334.87,466974.0,46.12202854062745,50484.25000000003
362,5,18,16,10,2407.8700000000003,481574.0,43.93239151001042,48527.500000000044
363,5,18,16,12,2390.88625,478177.25,44.70303558777044,51266.00000000001
364,5,18,16,14,2402.0625,480412.5,48.672338568935395,55778.49999999991
365,5,18,16,16,2359.5125,471902.5,52.59468098648319,55778.49999999984
366,5,18,16,18,2345.08875,469017.75,51.130600580711814,55778.49999999993
367,5,18,16,20,2309.7425000000003,461948.5,52.066545784647964,55778.49999999998
368,5,18,18,6,2263.7825,452756.5,47.40282909469906,50484.24999999989
369,5,18,18,8,2334.87,466974.0,46.12202854062745,50484.25000000003
370,5,18,18,10,2407.8700000000003,481574.0,43.93239151001042,48527.500000000044
371,5,18,18,12,2390.88625,478177.25,44.70303558777044,51266.00000000001
372,5,18,18,14,2402.0625,480412.5,48.672338568935395,55778.49999999991
373,5,18,18,16,2359.5125,471902.5,52.59468098648319,55778.49999999984
374,5,18,18,18,2345.08875,469017.75,51.130600580711814,55778.49999999993
375,5,18,18,20,2309.7425000000003,461948.5,52.066545784647964,55778.49999999998
376,5,18,20,6,2263.7825,452756.5,47.40282909469906,50484.24999999989
377,5,18,20,8,2334.87,466974.0,46.12202854062745,50484.25000000003
378,5,18,20,10,2407.8700000000003,481574.0,43.93239151001042,48527.500000000044
379,5,18,20,12,2390.88625,478177.25,44.70303558777044,51266.00000000001
380,5,18,20,14,2402.0625,480412.5,48.672338568935395,55778.49999999991
381,5,18,20,16,2359.5125,471902.5,52.59468098648319,55778.49999999984
382,5,18,20,18,2345.08875,469017.75,51.130600580711814,55778.49999999993
383,5,18,20,20,2309.7425000000003,461948.5,52.066545784647964,55778.49999999998
384,5,20,6,6,2273.18875,454637.75,42.41272814269521,41439.25000000001
385,5,20,6,8,2323.195,464639.0,42.8286101120344,41439.24999999998
386,5,20,6,10,2362.3375,472467.5,40.38820550852875,39482.499999999985
387,5,20,6,12,2372.1975,474439.5,41.08929800957134,42220.99999999985
388,5,20,6,14,2382.83,476566.0,45.362200673635954,46733.5000000001
389,5,20,6,16,2346.49,469298.0,48.89285284594095,46733.49999999965
390,5,20,6,18,2356.31625,471263.25,46.71469733432289,46733.499999999825
391,5,20,6,20,2319.5950000000003,463919.0,47.78757442283162,46733.499999999985
392,5,20,8,6,2273.18875,454637.75,42.41272814269521,41439.25000000001
393,5,20,8,8,2323.195,464639.0,42.8286101120344,41439.24999999998
394,5,20,8,10,2362.3375,472467.5,40.38820550852875,39482.499999999985
395,5,20,8,12,2372.1975,474439.5,41.08929800957134,42220.99999999985
396,5,20,8,14,2382.83,476566.0,45.362200673635954,46733.5000000001
397,5,20,8,16,2346.49,469298.0,48.89285284594095,46733.49999999965
398,5,20,8,18,2356.31625,471263.25,46.71469733432289,46733.499999999825
399,5,20,8,20,2319.5950000000003,463919.0,47.78757442283162,46733.499999999985
400,5,20,10,6,2273.18875,454637.75,42.41272814269521,41439.25000000001
401,5,20,10,8,2323.195,464639.0,42.8286101120344,41439.24999999998
402,5,20,10,10,2362.3375,472467.5,40.38820550852875,39482.499999999985
403,5,20,10,12,2372.1975,474439.5,41.08929800957134,42220.99999999985
404,5,20,10,14,2382.83,476566.0,45.362200673635954,46733.5000000001
405,5,20,10,16,2346.49,469298.0,48.89285284594095,46733.49999999965
406,5,20,10,18,2356.31625,471263.25,46.71469733432289,46733.499999999825
407,5,20,10,20,2319.5950000000003,463919.0,47.78757442283162,46733.499999999985
408,5,20,12,6,2273.18875,454637.75,42.41272814269521,41439.25000000001
409,5,20,12,8,2323.195,464639.0,42.8286101120344,41439.24999999998
410,5,20,12,10,2362.3375,472467.5,40.38820550852875,39482.499999999985
411,5,20,12,12,2372.1975,474439.5,41.08929800957134,42220.99999999985
412,5,20,12,14,2382.83,476566.0,45.362200673635954,46733.5000000001
413,5,20,12,16,2346.49,469298.0,48.89285284594095,46733.49999999965
414,5,20,12,18,2356.31625,471263.25,46.71469733432289,46733.499999999825
415,5,20,12,20,2319.5950000000003,463919.0,47.78757442283162,46733.499999999985
416,5,20,14,6,2273.18875,454637.75,42.41272814269521,41439.25000000001
417,5,20,14,8,2323.195,464639.0,42.8286101120344,41439.24999999998
418,5,20,14,10,2362.3375,472467.5,40.38820550852875,39482.499999999985
419,5,20,14,12,2372.1975,474439.5,41.08929800957134,42220.99999999985
420,5,20,14,14,2382.83,476566.0,45.362200673635954,46733.5000000001
421,5,20,14,16,2346.49,469298.0,48.89285284594095,46733.49999999965
422,5,20,14,18,2356.31625,471263.25,46.71469733432289,46733.499999999825
423,5,20,14,20,2319.5950000000003,463919.0,47.78757442283162,46733.499999999985
424,5,20,16,6,2273.18875,454637.75,42.41272814269521,41439.25000000001
425,5,20,16,8,2323.195,464639.0,42.8286101120344,41439.24999999998
426,5,20,16,10,2362.3375,472467.5,40.38820550852875,39482.499999999985
427,5,20,16,12,2372.1975,474439.5,41.08929800957134,42220.99999999985
428,5,20,16,14,2382.83,476566.0,45.362200673635954,46733.5000000001
429,5,20,16,16,2346.49,469298.0,48.89285284594095,46733.49999999965
430,5,20,16,18,2356.31625,471263.25,46.71469733432289,46733.499999999825
431,5,20,16,20,2319.5950000000003,463919.0,47.78757442283162,46733.499999999985
432,5,20,18,6,2273.18875,454637.75,42.41272814269521,41439.25000000001
433,5,20,18,8,2323.195,464639.0,42.8286101120344,41439.24999999998
434,5,20,18,10,2362.3375,472467.5,40.38820550852875,39482.499999999985
435,5,20,18,12,2372.1975,474439.5,41.08929800957134,42220.99999999985
436,5,20,18,14,2382.83,476566.0,45.362200673635954,46733.5000000001
437,5,20,18,16,2346.49,469298.0,48.89285284594095,46733.49999999965
438,5,20,18,18,2356.31625,471263.25,46.71469733432289,46733.499999999825
439,5,20,18,20,2319.5950000000003,463919.0,47.78757442283162,46733.499999999985
440,5,20,20,6,2273.18875,454637.75,42.41272814269521,41439.25000000001
441,5,20,20,8,2323.195,464639.0,42.8286101120344,41439.24999999998
442,5,20,20,10,2362.3375,472467.5,40.38820550852875,39482.499999999985
443,5,20,20,12,2372.1975,474439.5,41.08929800957134,42220.99999999985
444,5,20,20,14,2382.83,476566.0,45.362200673635954,46733.5000000001
445,5,20,20,16,2346.49,469298.0,48.89285284594095,46733.49999999965
446,5,20,20,18,2356.31625,471263.25,46.71469733432289,46733.499999999825
447,5,20,20,20,2319.5950000000003,463919.0,47.78757442283162,46733.499999999985
448,7,10,6,6,2344.5887500000003,468917.75,28.072628079447604,8232.999999999989
449,7,10,6,8,2477.85625,495571.25,28.072628079447604,8232.999999999989
450,7,10,6,10,2477.2125,495442.5,28.32129342965257,8233.000000000007
451,7,10,6,12,2494.33375,498866.75,31.20914449008752,8737.000000000004
452,7,10,6,14,2500.8475000000003,500169.5,31.20914449008752,8737.000000000004
453,7,10,6,16,2465.76125,493152.25,35.45141002231692,8737.000000000004
454,7,10,6,18,2454.945,490989.0,32.554270643132426,8022.999999999985
455,7,10,6,20,2425.98875,485197.75,32.29276349747083,7820.5
456,7,10,8,6,2344.5887500000003,468917.75,28.072628079447604,8232.999999999989
457,7,10,8,8,2477.85625,495571.25,28.072628079447604,8232.999999999989
458,7,10,8,10,2477.2125,495442.5,28.32129342965257,8233.000000000007
459,7,10,8,12,2494.33375,498866.75,31.20914449008752,8737.000000000004
460,7,10,8,14,2500.8475000000003,500169.5,31.20914449008752,8737.000000000004
461,7,10,8,16,2465.76125,493152.25,35.45141002231692,8737.000000000004
462,7,10,8,18,2454.945,490989.0,32.554270643132426,8022.999999999985
463,7,10,8,20,2425.98875,485197.75,32.29276349747083,7820.5
464,7,10,10,6,2344.5887500000003,468917.75,28.072628079447604,8232.999999999989
465,7,10,10,8,2477.85625,495571.25,28.072628079447604,8232.999999999989
466,7,10,10,10,2477.2125,495442.5,28.32129342965257,8233.000000000007
467,7,10,10,12,2494.33375,498866.75,31.20914449008752,8737.000000000004
468,7,10,10,14,2500.8475000000003,500169.5,31.20914449008752,8737.000000000004
469,7,10,10,16,2465.76125,493152.25,35.45141002231692,8737.000000000004
470,7,10,10,18,2454.945,490989.0,32.554270643132426,8022.999999999985
471,7,10,10,20,2425.98875,485197.75,32.29276349747083,7820.5
472,7,10,12,6,2344.5887500000003,468917.75,28.072628079447604,8232.999999999989
473,7,10,12,8,2477.85625,495571.25,28.072628079447604,8232.999999999989
474,7,10,12,10,2477.2125,495442.5,28.32129342965257,8233.000000000007
475,7,10,12,12,2494.33375,498866.75,31.20914449008752,8737.000000000004
476,7,10,12,14,2500.8475000000003,500169.5,31.20914449008752,8737.000000000004
477,7,10,12,16,2465.76125,493152.25,35.45141002231692,8737.000000000004
478,7,10,12,18,2454.945,490989.0,32.554270643132426,8022.999999999985
479,7,10,12,20,2425.98875,485197.75,32.29276349747083,7820.5
480,7,10,14,6,2344.5887500000003,468917.75,28.072628079447604,8232.999999999989
481,7,10,14,8,2477.85625,495571.25,28.072628079447604,8232.999999999989
482,7,10,14,10,2477.2125,495442.5,28.32129342965257,8233.000000000007
483,7,10,14,12,2494.33375,498866.75,31.20914449008752,8737.000000000004
484,7,10,14,14,2500.8475000000003,500169.5,31.20914449008752,8737.000000000004
485,7,10,14,16,2465.76125,493152.25,35.45141002231692,8737.000000000004
486,7,10,14,18,2454.945,490989.0,32.554270643132426,8022.999999999985
487,7,10,14,20,2425.98875,485197.75,32.29276349747083,7820.5
488,7,10,16,6,2344.5887500000003,468917.75,28.072628079447604,8232.999999999989
489,7,10,16,8,2477.85625,495571.25,28.072628079447604,8232.999999999989
490,7,10,16,10,2477.2125,495442.5,28.32129342965257,8233.000000000007
491,7,10,16,12,2494.33375,498866.75,31.20914449008752,8737.000000000004
492,7,10,16,14,2500.8475000000003,500169.5,31.20914449008752,8737.000000000004
493,7,10,16,16,2465.76125,493152.25,35.45141002231692,8737.000000000004
494,7,10,16,18,2454.945,490989.0,32.554270643132426,8022.999999999985
495,7,10,16,20,2425.98875,485197.75,32.29276349747083,7820.5
496,7,10,18,6,2344.5887500000003,468917.75,28.072628079447604,8232.999999999989
497,7,10,18,8,2477.85625,495571.25,28.072628079447604,8232.999999999989
498,7,10,18,10,2477.2125,495442.5,28.32129342965257,8233.000000000007
499,7,10,18,12,2494.33375,498866.75,31.20914449008752,8737.000000000004
500,7,10,18,14,2500.8475000000003,500169.5,31.20914449008752,8737.000000000004
501,7,10,18,16,2465.76125,493152.25,35.45141002231692,8737.000000000004
502,7,10,18,18,2454.945,490989.0,32.554270643132426,8022.999999999985
503,7,10,18,20,2425.98875,485197.75,32.29276349747083,7820.5
504,7,10,20,6,2344.5887500000003,468917.75,28.072628079447604,8232.999999999989
505,7,10,20,8,2477.85625,495571.25,28.072628079447604,8232.999999999989
506,7,10,20,10,2477.2125,495442.5,28.32129342965257,8233.000000000007
507,7,10,20,12,2494.33375,498866.75,31.20914449008752,8737.000000000004
508,7,10,20,14,2500.8475000000003,500169.5,31.20914449008752,8737.000000000004
509,7,10,20,16,2465.76125,493152.25,35.45141002231692,8737.000000000004
510,7,10,20,18,2454.945,490989.0,32.554270643132426,8022.999999999985
511,7,10,20,20,2425.98875,485197.75,32.29276349747083,7820.5
512,7,12,6,6,2344.09625,468819.25,31.38060426582438,28663.749999999964
513,7,12,6,8,2470.4375,494087.5,30.033279407146235,28450.000000000073
514,7,12,6,10,2468.3325,493666.5,29.61259029498091,28449.999999999985
515,7,12,6,12,2487.4612500000003,497492.25,31.08421246717264,31188.500000000175
516,7,12,6,14,2500.5425000000005,500108.5,30.698702206298478,31188.50000000013
517,7,12,6,16,2452.27,490454.0,33.3404599900583,31188.499999999978
518,7,12,6,18,2426.9412500000003,485388.25,33.46288890140631,31188.50000000008
519,7,12,6,20,2402.9437500000004,480588.75,34.05517990658669,31188.499999999985
520,7,12,8,6,2344.09625,468819.25,31.38060426582438,28663.749999999964
