,period_sma5,period_sma25,period_he,return,pnl,drawdown (%),drawdown (abs)
112,6,18,26,616.8349999999989,123367.0,53.6676240006209,84696.49999999977
113,6,18,28,2179.761249999999,435952.25,77.61351028665986,50542.50000000001
114,6,18,30,225.2362499999993,45047.25,99.00275850539167,29609.250000000004
115,6,18,32,222.57624999999922,44515.25,97.10026637778167,32715.750000000033
116,6,18,34,188.25624999999906,37651.25,98.36826260766718,55303.37499999998
117,6,18,36,322.03624999999903,64407.25,94.34967299601739,57831.75000000004
118,6,18,38,170.25624999999934,34051.25,89.02318707765232,53913.99999999997
119,6,20,6,2545.028749999998,509005.75,81.82720267833255,23707.999999999993
120,6,20,8,-86.56062500000041,-17312.13,95.26697998357952,33649.25000000015
121,6,20,10,1805.0999999999992,361020.0,83.91693600955375,51832.83750000004
122,6,20,12,590.611249999999,118122.25,79.62994459586461,46818.625000000065
123,6,20,14,352.58999999999907,70518.0,99.03684082661162,65734.09374999999
124,6,20,16,630.7237499999991,126144.75,89.90718078049495,45319.624999999985
125,6,20,18,269.2299999999989,53846.0,67.89899955588555,50070.250000000044
126,6,20,20,658.2762499999991,131655.25,59.77198247125675,143336.87500000003
127,6,20,22,603.3612499999989,120672.25,85.08658183503329,50033.24999999994
128,6,20,24,541.3512499999993,108270.25,46.72314507675915,67698.62500000007
129,6,20,26,585.671249999999,117134.25,41.80789718564766,19970.650000000038
130,6,20,28,512.8487499999992,102569.75,89.05549052966855,51167.50000000011
131,6,20,30,191.74374999999918,38348.75,92.7868360098476,50974.999999999935
132,6,20,32,-91.55125000000037,-18310.25,96.45721046404645,40356.25000000013
133,6,20,34,177.63374999999905,35526.75,84.31846631342502,36879.00000000001
134,6,20,36,250.30499999999915,50061.0,92.03546561497117,51369.25000000014
135,6,20,38,119.24249999999947,23848.5,94.22790363809096,49718.99999999993
136,6,22,6,2142.838749999998,428567.75,87.81130746151872,27606.974999999988
137,6,22,8,2222.7512499999993,444550.25,88.3470267303722,27366.375000000055
138,6,22,10,1921.887499999999,384377.5,90.13867488443776,48628.12500000013
139,6,22,12,1027.5462499999992,205509.25,69.57356404218298,50964.37500000009
140,6,22,14,834.0849999999992,166817.0,84.3406284254355,50590.249999999825
141,6,22,16,476.28249999999895,95256.5,90.29548954514797,45661.18749999993
142,6,22,18,419.40124999999904,83880.25,56.20349911757763,50555.749999999956
143,6,22,20,476.2149999999993,95243.0,73.93892166809057,110778.25000000017
144,6,22,22,689.8924999999991,137978.5,87.213384909505,53716.249999999876
145,6,22,24,536.3587499999992,107271.75,58.185208490887455,88190.37500000029
146,6,22,26,671.9812499999995,134396.25,38.617835044536605,56795.24999999997
147,6,22,28,584.5787499999993,116915.75,72.77880108953073,51167.500000000124
148,6,22,30,230.3362499999994,46067.25,69.77817755978347,51392.499999999985
149,6,22,32,-89.67750000000036,-17935.5,97.43122554437126,40773.74999999993
150,6,22,34,97.16749999999918,19433.5,93.49463996763771,36979.00000000001
151,6,22,36,243.15749999999917,48631.5,81.89512342466834,51344.25
152,6,22,38,175.20374999999942,35040.75,89.81334379392642,51515.25000000016
153,6,24,6,2245.946249999998,449189.25,68.9945150764187,54498.24999999984
154,6,24,8,1967.8349999999991,393567.0,90.50448702401175,57838.25000000022
155,6,24,10,2011.864999999999,402373.0,98.5787407444219,61990.62500000003
156,6,24,12,1044.1787499999991,208835.75,64.39442766942766,52627.65000000004
157,6,24,14,755.307499999999,151061.5,58.23358848453998,33740.25000000003
158,6,24,16,157.24999999999926,31450.0,85.63339637418727,29986.225000000075
159,6,24,18,93.36374999999902,18672.75,81.13374416950454,64445.750000000044
160,6,24,20,569.4924999999993,113898.5,70.873432888904,62771.6250000001
161,6,24,22,481.29999999999933,96260.0,85.09504950495054,53716.25000000005
162,6,24,24,394.41749999999945,78883.5,63.8484961342676,96219.12500000042
163,6,24,26,645.3887499999993,129077.75,41.25996536131383,61225.249999999854
164,6,24,28,547.2037499999993,109440.75,82.9402515723271,51167.49999999991
165,6,24,30,192.29249999999936,38458.5,65.67647697792998,51392.49999999987
166,6,24,32,93.01249999999933,18602.5,99.17554228912915,50913.52499999997
167,6,24,34,-97.53375000000028,-19506.75,92.3614228179668,37552.99999999989
168,6,24,36,260.42874999999924,52085.75,87.10694720875482,50822.87499999998
169,6,24,38,203.17499999999936,40635.0,68.07429807949966,37789.99999999997
170,6,26,6,2573.2524999999987,514650.5,59.74519538154893,39714.12500000017
171,6,26,8,1879.1162499999996,375823.25,86.84341210928272,51806.85000000008
172,6,26,10,2223.502499999999,444700.5,64.59381292629274,217449.49999999904
173,6,26,12,974.2712499999992,194854.25,46.82195139009036,159003.25000000012
174,6,26,14,184.76874999999927,36953.75,83.97307870237728,150205.37499999977
175,6,26,16,725.6012499999991,145120.25,83.368237480442,32782.037499999984
176,6,26,18,310.0274999999989,62005.5,71.4623640110996,51055.750000000015
177,6,26,20,501.1587499999993,100231.75,72.50309329192312,61746.625000000015
178,6,26,22,599.546249999999,119909.25,78.15042974797322,51679.99999999972
179,6,26,24,425.98249999999933,85196.5,67.12767104900468,56012.00000000008
180,6,26,26,723.9049999999993,144781.0,39.272822323677985,61225.250000000175
181,6,26,28,591.1499999999993,118230.0,83.24582774750255,50142.5000000001
182,6,26,30,211.76999999999944,42354.0,66.23206701119048,50367.49999999997
183,6,26,32,29.053749999999273,5810.75,99.69229314352026,68522.75000000022
184,6,26,34,79.2349999999993,15847.0,94.94951723651013,40343.81249999988
185,6,26,36,261.99624999999924,52399.25,86.72642066845705,50822.875
186,6,26,38,245.11749999999935,49023.5,58.25723658818991,37736.1249999999
187,6,28,6,90.29687499999862,18059.37,94.95701654271812,134993.03125000114
188,6,28,8,612.2249999999995,122445.0,83.2374023121501,21222.000000000007
189,6,28,10,484.39249999999953,96878.5,67.3492396271151,176001.99999999933
190,6,28,12,959.0462499999994,191809.25,58.69418618285389,256542.7500000001
191,6,28,14,252.82124999999934,50564.25,92.62156957149743,57712.499999999935
192,6,28,16,724.8737499999994,144974.75,75.30085593833843,26524.350000000013
193,6,28,18,334.566249999999,66913.25,67.79699309586282,114032.00000000013
194,6,28,20,550.3712499999992,110074.25,60.02201837490693,146658.6250000004
195,6,28,22,350.0037499999992,70000.75,76.90103823223124,42275.00000000009
196,6,28,24,387.87124999999946,77574.25,55.93999784509417,87612.87499999985
197,6,28,26,597.8749999999993,119575.0,49.90436048653136,24387.46250000007
198,6,28,28,291.74374999999924,58348.75,61.818640962405404,21572.81250000003
199,6,28,30,88.8387499999994,17767.75,85.53185818660093,73811.00000000003
200,6,28,32,-93.80750000000036,-18761.5,92.65496393859343,53218.00000000003
201,6,28,34,155.6562499999992,31131.25,91.12996659035637,93326.6999999999
202,6,28,36,-101.22125000000032,-20244.25,95.53515034655278,57288.250000000044
203,6,28,38,211.06124999999923,42212.25,63.601022193088006,45358.49999999975
204,9,6,6,-86.64750000000106,-17329.5,99.30853551048816,59997.5000000002
205,9,6,8,-79.94625000000076,-15989.25,98.12907208010449,53655.750000000124
206,9,6,10,1888.0506249999985,377610.12,81.19355013503774,71174.87499999988
207,9,6,12,-99.95375000000006,-19990.75,94.02378151164518,20578.74999999999
208,9,6,14,70.1487499999988,14029.75,89.9567516836407,88660.25000000012
209,9,6,16,-93.35500000000022,-18671.0,99.24971029980038,27514.62500000003
210,9,6,18,123.88749999999882,24777.5,88.79300417446392,77105.62500000012
211,9,6,20,-52.210000000000804,-10442.0,90.87296460848033,80893.75000000023
212,9,6,22,228.75999999999897,45752.0,76.76596938741433,86175.75000000003
213,9,6,24,75.81124999999913,15162.25,93.67269590860944,32717.06250000002
214,9,6,26,-95.76250000000016,-19152.5,85.66257311466295,24640.625000000025
215,9,6,28,-98.57500000000017,-19715.0,84.08849760546022,29322.49999999997
216,9,6,30,102.95749999999933,20591.5,97.68919499704997,67053.37500000003
217,9,6,32,109.58749999999928,21917.5,89.22736216386757,26868.81250000002
218,9,6,34,181.6349999999989,36327.0,97.50194742256417,40992.50000000002
219,9,6,36,148.794999999999,29759.0,72.13627940928761,32116.875000000087
220,9,6,38,149.52124999999913,29904.25,92.86642839813297,32057.374999999975
221,9,8,6,1686.6434374999963,337328.69,99.92338940024513,145837.3125000001
222,9,8,8,550.1974999999983,110039.5,88.73898866754337,29188.25000000006
223,9,8,10,1943.804166666665,388760.83,78.66668726861043,47730.13671875003
224,9,8,12,346.32499999999885,69265.0,90.13162296758657,23573.250000000007
225,9,8,14,-98.08000000000098,-19616.0,95.36743798978274,72196.25000000009
226,9,8,16,-100.98125000000091,-20196.25,89.12827733359825,35923.37500000001
227,9,8,18,96.80499999999887,19361.0,94.91556340411142,89759.75000000009
228,9,8,20,-84.81125000000084,-16962.25,89.02587574462592,54996.624999999935
229,9,8,22,154.10499999999894,30821.0,98.82099571400201,69631.2499999998
230,9,8,24,-97.87500000000014,-19575.0,96.11932546985675,34470.3125
231,9,8,26,-103.83125000000062,-20766.25,87.07037573120706,25415.625000000015
232,9,8,28,-88.96375000000066,-17792.75,98.48382657199905,54026.75000000002
233,9,8,30,-99.47000000000051,-19894.0,99.58576331781155,61003.5000000002
234,9,8,32,-96.98250000000016,-19396.5,91.28525394245307,24008.249999999993
235,9,8,34,210.48624999999873,42097.25,69.39918182053569,20102.6875
236,9,8,36,-102.74000000000052,-20548.0,87.03130641854699,36456.00000000007
237,9,8,38,101.81874999999883,20363.75,93.4398727454058,69051.22499999999
238,9,10,6,2858.1690624999974,571633.81,95.1463879636402,81159.75000000019
239,9,10,8,782.1931249999983,156438.62,71.88647683973757,62636.125000000044
240,9,10,10,1710.6756249999983,342135.12,90.15671989342617,31215.749999999978
241,9,10,12,428.11624999999884,85623.25,67.2521737437076,17267.50000000001
242,9,10,14,628.0937499999985,125618.75,36.03529618080956,63186.0
243,9,10,16,199.04749999999873,39809.5,86.89248501845593,69092.12500000028
244,9,10,18,46.036249999998724,9207.25,89.24938614166653,72370.89285714287
245,9,10,20,159.0262499999992,31805.25,92.00868077020704,70696.25000000017
246,9,10,22,335.4824999999994,67096.5,57.64082889639375,49880.49999999997
247,9,10,24,114.78499999999903,22957.0,84.52844165756275,28241.375000000022
248,9,10,26,175.77499999999918,35155.0,79.77129503458421,61614.74999999984
249,9,10,28,214.71499999999915,42943.0,63.93192514875995,49342.50000000013
250,9,10,30,114.24499999999895,22849.0,75.1261156383392,31944.00000000003
251,9,10,32,-100.00250000000075,-20000.5,51.29974395695008,14776.250000000011
252,9,10,34,-108.34500000000062,-21669.0,73.21181341131528,27101.000000000102
253,9,10,36,353.03499999999894,70607.0,91.41603739661996,28600.650000000012
254,9,10,38,-92.61000000000011,-18522.0,82.06109255032548,27908.875
255,9,12,6,2184.5762499999983,436915.25,50.310654218951356,38760.4600000001
256,9,12,8,2207.181874999999,441436.37,57.1222947285531,22124.750000000015
257,9,12,10,1891.4837499999994,378296.75,71.98086780071944,42678.46874999997
258,9,12,12,571.9549999999987,114391.0,90.72442021690823,23882.750000000004
259,9,12,14,281.4024999999992,56280.5,73.03825157083494,52639.80000000014
260,9,12,16,144.95874999999927,28991.75,88.02097240553277,57687.62500000027
261,9,12,18,173.2849999999987,34657.0,78.14195408736217,68019.25000000015
262,9,12,20,178.0424999999992,35608.5,83.07824153097584,87974.25000000038
263,9,12,22,157.70624999999916,31541.25,89.5527356905616,57834.50000000004
264,9,12,24,-1.5312500000008005,-306.25,97.625793613849,87820.62499999988
265,9,12,26,585.8924999999994,117178.5,66.05416914960107,22723.624999999996
266,9,12,28,490.496249999999,98099.25,88.96213047955163,50542.49999999996
267,9,12,30,425.7062499999993,85141.25,83.9748674651483,26730.249999999964
268,9,12,32,139.70749999999924,27941.5,98.76749860510834,29650.25000000001
269,9,12,34,219.82124999999903,43964.25,94.18171530953865,29962.5
270,9,12,36,582.313749999999,116462.75,95.16356930740513,49670.62499999996
271,9,12,38,188.73874999999936,37747.75,85.47733034510713,38521.00000000006
272,9,14,6,905.1556249999982,181031.12,80.41008925028764,40024.72500000005
273,9,14,8,1983.1781249999988,396635.62,96.17155158138766,29038.999999999993
274,9,14,10,2230.704999999999,446141.0,88.8462953512387,37430.49999999993
275,9,14,12,574.7912499999987,114958.25,90.87883123389334,50339.37499999999
276,9,14,14,448.55499999999904,89711.0,80.1624226591831,50509.10000000008
277,9,14,16,-88.12500000000011,-17625.0,97.50256233955261,37933.24999999999
278,9,14,18,-110.47125000000084,-22094.25,86.81722989597532,56897.62500000011
279,9,14,20,355.789999999999,71158.0,71.27791854250539,100674.62499999985
280,9,14,22,156.02124999999904,31204.25,77.70497418707649,39698.500000000044
281,9,14,24,224.91749999999922,44983.5,88.19302908109073,77943.12500000003
282,9,14,26,629.2574999999993,125851.5,66.80176730068226,23548.625000000007
283,9,14,28,2005.6187499999992,401123.75,82.49715379310636,50542.49999999997
284,9,14,30,375.18624999999923,75037.25,79.84839998506408,26730.250000000004
285,9,14,32,240.8649999999993,48173.0,93.52639597625429,41513.09374999992
286,9,14,34,195.89749999999907,39179.5,82.3836743865959,29328.999999999894
287,9,14,36,447.23374999999913,89446.75,80.45252559310987,44141.93749999994
288,9,14,38,369.42999999999915,73886.0,61.96315938878262,44747.62500000003
289,9,16,6,2696.1306249999984,539226.12,33.86317900930513,18304.225
290,9,16,8,-88.67062500000029,-17734.13,99.59057295245586,60871.74999999975
291,9,16,10,2273.863749999999,454772.75,70.36452807526781,21969.125000000022
292,9,16,12,607.8237499999989,121564.75,81.88067590744247,50964.37500000016
293,9,16,14,482.6762499999994,96535.25,68.81154445066984,45902.3749999999
294,9,16,16,467.85999999999905,93572.0,83.01160511884908,39869.12499999996
295,9,16,18,308.28249999999866,61656.5,61.1590669995448,38950.37500000015
296,9,16,20,734.7649999999988,146953.0,58.646269307574315,45557.37500000012
297,9,16,22,481.2924999999991,96258.5,54.48680285169293,65842.12500000006
298,9,16,24,509.0837499999992,101816.75,65.01247330171859,72025.1250000002
299,9,16,26,592.5587499999992,118511.75,66.49686027159701,23773.625000000015
300,9,16,28,2143.761249999999,428752.25,70.8998008140643,51167.49999999981
301,9,16,30,267.2924999999994,53458.5,90.98774399807539,49165.000000000095
302,9,16,32,-92.75000000000034,-18550.0,98.25218113229556,33728.50000000004
303,9,16,34,49.393749999999095,9878.75,97.907299213212,39276.12500000002
304,9,16,36,119.5249999999992,23905.0,97.38151929855862,62779.18749999985
305,9,16,38,181.68374999999926,36336.75,79.59741780930705,60140.62499999988
306,9,18,6,3954.0281249999985,790805.62,65.11418362591279,52392.500000000044
307,9,18,8,-96.39437500000048,-19278.88,99.06066802337176,50989.250000000065
308,9,18,10,2530.579999999999,506116.0,69.99844507315743,23071.31250000003
309,9,18,12,948.2212499999989,189644.25,67.81528706916347,50964.375
310,9,18,14,-89.08750000000045,-17817.5,98.70912688059852,45402.25
311,9,18,16,501.3399999999992,100268.0,91.22490264502103,22547.375000000025
312,9,18,18,175.2587499999989,35051.75,94.63077440484298,73861.09374999999
313,9,18,20,687.7199999999991,137544.0,59.44723402759682,154337.87500000006
314,9,18,22,746.8149999999991,149363.0,44.21491792624136,30528.687499999913
315,9,18,24,597.2987499999994,119459.75,59.103355840113004,20504.875
316,9,18,26,2009.863749999999,401972.75,77.63990343189415,25004.125000000062
317,9,18,28,2098.309999999999,419662.0,79.51559200136997,52240.75000000011
318,9,18,30,170.2224999999994,34044.5,97.86839373561413,54211.74999999986
319,9,18,32,-103.72375000000034,-20744.75,97.11499987751212,29732.000000000022
320,9,18,34,80.70499999999907,16141.0,69.86399598441587,29228.99999999992
321,9,18,36,160.37749999999923,32075.5,97.32605834533987,50747.87499999985
322,9,18,38,187.23124999999933,37446.25,96.18221215012733,60479.375
323,9,20,6,2386.3012499999986,477260.25,47.03214075774258,35644.22499999998
324,9,20,8,-78.10562500000043,-15621.13,94.7647181220328,37573.500000000204
325,9,20,10,2224.923749999999,444984.75,63.129925459494096,24412.500000000015
326,9,20,12,885.5837499999989,177116.75,63.58294032455728,42805.6249999999
327,9,20,14,-88.81250000000053,-17762.5,96.48961554657066,53276.5
328,9,20,16,463.09749999999894,92619.5,75.60521003014362,26467.47499999998
329,9,20,18,21.23874999999934,4247.75,81.52574070801676,55362.49999999979
330,9,20,20,776.5949999999993,155319.0,56.88675357931019,146510.6249999997
331,9,20,22,541.4362499999992,108287.25,56.89502840463266,90636.62499999988
332,9,20,24,312.15124999999944,62430.25,60.84622917253966,20504.87499999999
333,9,20,26,428.66999999999916,85734.0,86.8229851565235,22943.624999999996
334,9,20,28,434.97999999999956,86996.0,89.72016242937865,50817.50000000002
335,9,20,30,160.30249999999927,32060.5,79.21602244389034,50825.00000000004
336,9,20,32,67.85374999999932,13570.75,95.41048316696426,31422.250000000044
337,9,20,34,61.22374999999912,12244.75,75.94047019403452,34675.9374999999
338,9,20,36,311.159999999999,62232.0,88.0758525383613,50747.87500000002
339,9,20,38,202.19374999999928,40438.75,77.65185636268484,49890.24999999994
340,9,22,6,2021.6306249999989,404326.12,58.328385952988334,106844.6250000003
341,9,22,8,2304.7924999999987,460958.5,85.99500584233427,36246.25000000003
342,9,22,10,2215.8474999999994,443169.5,64.65146182302102,219596.1250000007
343,9,22,12,1016.9624999999991,203392.5,52.455293526305745,50614.37500000002
344,9,22,14,78.42374999999915,15684.75,95.07536263163138,78522.5875000001
345,9,22,16,-94.00500000000018,-18801.0,98.15977011494266,26687.187500000025
346,9,22,18,123.14499999999937,24629.0,90.9800913431982,122461.25000000035
347,9,22,20,-87.85375000000066,-17570.75,98.90592537902853,144009.49999999968
348,9,22,22,467.9624999999992,93592.5,55.48833036825742,82575.37500000003
349,9,22,24,450.9774999999992,90195.5,51.87640978504787,77533.25000000015
350,9,22,26,681.2412499999995,136248.25,47.13926199189586,24022.87500000001
351,9,22,28,590.5799999999995,118116.0,76.40408049735763,50817.50000000009
352,9,22,30,166.28874999999928,33257.75,78.35020046800715,52567.49999999994
353,9,22,32,-90.39875000000033,-18079.75,97.0323614145855,38690.56249999994
354,9,22,34,246.63874999999922,49327.75,99.30177462873196,56585.87499999983
355,9,22,36,302.389999999999,60478.0,89.01021511162705,47554.3749999999
356,9,22,38,140.05499999999927,28011.0,87.13519913321575,49861.375
357,9,24,6,334.1479166666652,66829.58,71.89894229597785,117293.32812499985
358,9,24,8,2204.016249999999,440803.25,96.90461561883241,44556.499999999956
359,9,24,10,2311.8774999999996,462375.5,63.946634165013016,238066.12500000081
360,9,24,12,801.6287499999988,160325.75,46.4492953477386,127576.12499999988
361,9,24,14,-93.17500000000051,-18635.0,94.38965559355178,46371.75000000017
362,9,24,16,131.26624999999922,26253.25,99.0738107581208,34925.47499999997
363,9,24,18,366.6162499999993,73323.25,55.7488906041849,93530.74999999949
364,9,24,20,390.8212499999995,78164.25,59.03880057740515,50817.50000000001
365,9,24,22,387.0612499999993,77412.25,67.0157279475601,37341.74999999993
366,9,24,24,693.7349999999994,138747.0,68.28030863545088,51679.999999999854
367,9,24,26,691.2912499999994,138258.25,40.44180718160665,26520.625000000102
368,9,24,28,447.6787499999994,89535.75,81.58473542255334,50817.499999999905
369,9,24,30,195.0174999999995,39003.5,79.89792134160527,63555.9999999999
370,9,24,32,-115.29000000000042,-23058.0,97.09393243271742,57587.62500000005
371,9,24,34,356.36374999999936,71272.75,62.69722943606446,58243.375000000095
372,9,24,36,282.6562499999989,56531.25,78.55675697493477,43790.87500000005
