,period_me1,period_me2,period_sig,period_band,return,pnl,drawdown (%),drawdown (abs)
184,6,18,6,15,51.278749999999896,10255.75,48.13304721030058,22486.075000000095
185,6,18,6,18,26.366249999999763,5273.25,64.99009058437551,29021.000000000004
186,6,18,9,3,48.71875000000021,9743.75,60.130351864101996,19418.112499999952
187,6,18,9,6,234.07124999999976,46814.25,69.59525585287317,28693.94999999997
188,6,18,9,9,209.53999999999985,41908.0,55.373424033050746,31095.499999999964
189,6,18,9,12,110.63374999999964,22126.75,59.79808001569996,27423.24999999996
190,6,18,9,15,103.51499999999984,20703.0,46.347426683362706,22022.6750000001
191,6,18,9,18,72.07249999999974,14414.5,63.90358352331826,28870.999999999978
192,6,18,12,3,92.34375000000013,18468.75,51.647134751802525,18585.72499999996
193,6,18,12,6,233.0737499999998,46614.75,57.5781945773935,23759.49804687501
194,6,18,12,9,208.45124999999976,41690.25,54.7153712480958,30620.5
195,6,18,12,12,128.50874999999957,25701.75,57.062445852074305,27498.24999999998
196,6,18,12,15,125.07499999999978,25015.0,41.76734630528182,12782.687499999993
197,6,18,12,18,59.63249999999975,11926.5,62.14457370111217,29220.99999999998
198,6,18,15,3,93.21875000000013,18643.75,51.1129542672229,18610.72499999996
199,6,18,15,6,285.49874999999986,57099.75,35.96192574194531,16433.611111111106
200,6,18,15,9,231.93749999999972,46387.5,51.62672301203711,31030.50000000002
201,6,18,15,12,180.14124999999956,36028.25,47.06069785706269,26215.749999999985
202,6,18,15,15,152.9487499999998,30589.75,36.39822208829286,12682.68749999997
203,6,18,15,18,99.31624999999976,19863.25,54.165809996031356,28320.999999999964
204,6,18,18,3,98.46875000000013,19693.75,55.3545071194395,18610.72499999997
205,6,18,18,6,288.3737499999998,57674.75,34.710873950597005,16408.611111111084
206,6,18,18,9,236.14999999999972,47230.0,51.412878693739536,31030.499999999975
207,6,18,18,12,177.22874999999956,35445.75,46.96795288110535,26215.750000000004
208,6,18,18,15,159.28624999999974,31857.25,35.25134628747961,7850.324999999986
209,6,18,18,18,116.7787499999997,23355.75,52.25686516009094,28320.999999999985
210,6,20,6,3,-19.572499999999867,-3914.5,95.08383391642998,28808.499999999924
211,6,20,6,6,196.30999999999977,39262.0,70.2898524551676,29191.199999999953
212,6,20,6,9,112.14124999999981,22428.25,58.1896230631704,31245.499999999996
213,6,20,6,12,25.491249999999617,5098.25,65.93846153846148,27323.25
214,6,20,6,15,37.02874999999989,7405.75,53.98744256614998,25086.075000000117
215,6,20,6,18,15.991249999999763,3198.25,65.3559886948394,29021.000000000007
216,6,20,9,3,58.343750000000206,11668.75,55.74701856717957,19305.749999999964
217,6,20,9,6,228.1987499999998,45639.75,69.77253418012876,28948.449999999968
218,6,20,9,9,212.28999999999982,42458.0,54.55255170961907,31095.500000000004
219,6,20,9,12,127.13374999999965,25426.75,56.40645762375329,27698.249999999975
220,6,20,9,15,120.01499999999983,24003.0,43.01232162811629,21747.67500000003
221,6,20,9,18,75.32249999999976,15064.5,60.04453700076281,29120.999999999967
222,6,20,12,3,96.09375000000013,19218.75,51.18161488397375,18635.72499999996
223,6,20,12,6,261.6237499999998,52324.75,42.115979311634135,17708.61111111107
224,6,20,12,9,214.43749999999974,42887.5,56.11144792682602,31930.50000000002
225,6,20,12,12,155.5699999999996,31114.0,54.13361025257394,27498.249999999985
226,6,20,12,15,142.8774999999998,28575.5,40.265169518377604,12707.68749999996
227,6,20,12,18,78.93499999999977,15787.0,59.6633079129786,29221.00000000001
228,6,20,15,3,92.84375000000014,18568.75,51.64484934846354,18610.724999999973
229,6,20,15,6,283.62374999999986,56724.75,36.40002682580019,16433.611111111055
230,6,20,15,9,222.6874999999998,44537.5,52.23506241004616,31030.500000000015
231,6,20,15,12,172.01624999999962,34403.25,47.97794706380252,26215.749999999985
232,6,20,15,15,148.57374999999976,29714.75,36.51874860528224,12682.687499999982
233,6,20,15,18,95.56624999999977,19113.25,54.285207707383854,28320.999999999956
234,6,20,18,3,133.77125000000015,26754.25,45.64995939044362,16580.749999999967
235,6,20,18,6,276.6237499999998,55324.75,35.31176114092968,16233.611111111048
236,6,20,18,9,266.89999999999975,53380.0,51.99437002035836,31030.500000000044
237,6,20,18,12,204.70874999999955,40941.75,45.98669467480008,26215.75
238,6,20,18,15,183.2212499999997,36644.25,35.25134628747961,7850.324999999986
239,6,20,18,18,129.75874999999974,25951.75,51.365015166835114,28320.999999999993
240,6,22,6,3,-5.981249999999818,-1196.25,87.76714806978798,28623.499999999927
241,6,22,6,6,198.55999999999977,39712.0,72.29168085488385,29191.19999999996
242,6,22,6,9,115.51624999999981,23103.25,54.84813306436263,28820.50000000001
243,6,22,6,12,29.61624999999961,5923.25,60.78303326212995,24898.249999999993
244,6,22,6,15,51.903749999999896,10380.75,50.951432920375495,25272.675000000127
245,6,22,6,18,19.301249999999744,3860.25,58.952221569561814,26596.00000000002
246,6,22,9,3,66.96875000000021,13393.75,56.30698202790471,19330.749999999956
247,6,22,9,6,232.1987499999998,46439.75,68.17579418049901,28473.44999999994
248,6,22,9,9,198.9662499999998,39793.25,56.14299577963842,31095.49999999999
249,6,22,9,12,126.88374999999965,25376.75,56.29822143333042,27673.250000000036
250,6,22,9,15,110.56624999999984,22113.25,44.682336262821956,21747.675000000036
251,6,22,9,18,58.37374999999977,11674.75,64.77136892203785,29395.999999999964
252,6,22,12,3,95.46875000000013,19093.75,51.18161488397375,18635.72499999996
253,6,22,12,6,268.8737499999998,53774.75,38.92168491994408,16433.611111111088
254,6,22,12,9,228.9374999999998,45787.5,55.963929857770026,31930.49999999999
255,6,22,12,12,156.14124999999962,31228.25,53.440058301955474,27498.249999999993
256,6,22,12,15,144.0737499999998,28814.75,39.197968799401565,12707.687499999993
257,6,22,12,18,90.00624999999974,18001.25,58.63461470932004,29220.999999999985
258,6,22,15,3,98.46875000000013,19693.75,55.3545071194395,18610.72499999997
259,6,22,15,6,288.3737499999998,57674.75,34.710873950597005,16408.611111111084
260,6,22,15,9,236.14999999999972,47230.0,51.412878693739536,31030.499999999975
261,6,22,15,12,176.60374999999956,35320.75,47.07337328574954,26215.749999999996
262,6,22,15,15,159.28624999999974,31857.25,35.25134628747961,7850.324999999986
263,6,22,15,18,116.1537499999997,23230.75,52.37767184660829,28320.999999999956
264,6,22,18,3,169.78750000000014,33957.5,44.18999773463202,16580.74999999994
265,6,22,18,6,325.1987499999998,65039.75,25.36936819100871,11637.499999999993
266,6,22,18,9,277.02499999999975,55405.0,48.43897429046178,29005.50000000004
267,6,22,18,12,249.83374999999955,49966.75,35.5674059001267,20275.999999999978
268,6,22,18,15,183.4712499999997,36694.25,35.70038943266761,7950.324999999986
269,6,22,18,18,138.00874999999968,27601.75,47.62539259541251,26270.999999999985
270,6,24,6,3,-5.731249999999818,-1146.25,87.63279551786408,28623.49999999994
271,6,24,6,6,213.05999999999977,42612.0,72.24695116292015,29191.199999999953
272,6,24,6,9,123.57624999999983,24715.25,59.991704126714616,31095.499999999935
273,6,24,6,12,34.99124999999963,6998.25,65.4974389876468,27173.249999999927
274,6,24,6,15,46.21374999999987,9242.75,57.904143193635015,26672.675000000083
275,6,24,6,18,3.361249999999764,672.25,64.91293154812082,28870.999999999967
276,6,24,9,3,71.21875000000021,14243.75,58.10611606119227,19418.11249999996
277,6,24,9,6,227.57374999999976,45514.75,69.12304085205892,28523.45000000001
278,6,24,9,9,195.21124999999986,39042.25,56.50619432039649,31095.49999999998
279,6,24,9,12,120.00374999999963,24000.75,57.80464241886204,27673.25000000003
280,6,24,9,15,114.81124999999986,22962.25,42.52619631953212,12692.687499999942
281,6,24,9,18,61.11874999999978,12223.75,63.89983316396116,29396.00000000004
282,6,24,12,3,84.59375000000013,16918.75,51.1129542672229,18610.72499999996
283,6,24,12,6,268.87374999999986,53774.75,37.67254350958753,16433.611111111037
284,6,24,12,9,210.56249999999977,42112.5,55.57983539463193,31030.500000000044
285,6,24,12,12,150.64124999999956,30128.25,52.09597257926302,26598.249999999938
286,6,24,12,15,133.5737499999998,26714.75,38.70301425879435,12682.687499999956
287,6,24,12,18,85.81624999999976,17163.25,56.54502528164191,28320.999999999956
288,6,24,15,3,118.59375000000014,23718.75,50.10540952722693,16755.74999999994
289,6,24,15,6,290.8737499999998,58174.75,34.6558904922907,16408.61111111112
290,6,24,15,9,237.02499999999972,47405.0,51.66970552239174,31030.499999999956
291,6,24,15,12,177.85374999999956,35570.75,47.328323516800886,26215.750000000022
292,6,24,15,15,156.53624999999977,31307.25,35.81265021896465,7975.324999999995
293,6,24,15,18,108.4037499999997,21680.75,52.9159251318413,28321.000000000033
294,6,24,18,3,194.23375000000013,38846.75,45.04847164531179,16785.72499999996
295,6,24,18,6,327.5112499999999,65502.25,25.527597184716562,11887.499999999927
296,6,24,18,9,301.13249999999965,60226.5,47.843729123883485,29005.500000000055
297,6,24,18,12,258.83374999999955,51766.75,35.24590520144799,20275.999999999978
298,6,24,18,15,196.2212499999997,39244.25,34.6900423559946,7725.3249999999825
299,6,24,18,18,145.8687499999997,29173.75,47.51771446142152,26270.999999999964
300,6,26,6,3,-11.231249999999823,-2246.25,88.70434436518369,28973.499999999945
301,6,26,6,6,215.93499999999977,43187.0,70.823851156114,28616.199999999946
302,6,26,6,9,127.81249999999984,25562.5,59.144749668332466,31095.50000000001
303,6,26,6,12,37.539999999999665,7508.0,65.40324570218235,27173.250000000007
304,6,26,6,15,43.76624999999989,8753.25,56.797572552360606,25667.675000000094
305,6,26,6,18,-1.9612500000002013,-392.25,66.21105619832807,28871.000000000015
306,6,26,9,3,67.84375000000021,13568.75,58.76950633887994,19243.112499999923
307,6,26,9,6,241.8237499999998,48364.75,64.47470883085903,28523.44999999996
308,6,26,9,9,196.08624999999986,39217.25,55.94803604953377,30620.499999999967
309,6,26,9,12,120.50374999999964,24100.75,58.229704333095036,27498.24999999997
310,6,26,9,15,111.81124999999984,22362.25,45.12794652577913,13367.687499999982
311,6,26,9,18,66.49374999999978,13298.75,64.46531688295921,29220.999999999985
312,6,26,12,3,85.71875000000014,17143.75,51.896873969544856,18610.72499999998
313,6,26,12,6,278.87374999999986,55774.75,36.021044799656,16433.61111111104
314,6,26,12,9,225.18749999999974,45037.5,52.23506241004616,31030.500000000015
315,6,26,12,12,167.01624999999956,33403.25,48.48718240856783,26598.249999999996
316,6,26,12,15,150.9487499999998,30189.75,36.164695566628765,12682.687499999964
317,6,26,12,18,95.31624999999974,19063.25,54.06241201089985,28320.999999999924
318,6,26,15,3,141.27125000000015,28254.25,43.69507069163152,16580.749999999927
319,6,26,15,6,282.5737499999998,56514.75,31.925424005551346,15642.500000000044
320,6,26,15,9,274.52499999999975,54905.0,51.99437002035836,31030.500000000044
321,6,26,15,12,207.83374999999955,41566.75,45.98669467480008,26215.75
322,6,26,15,15,181.3462499999997,36269.25,35.25134628747961,7850.324999999986
323,6,26,15,18,137.88374999999974,27576.75,51.319673357606234,28295.99999999999
324,6,26,18,3,191.85875000000016,38371.75,48.575862231042684,17310.72499999997
325,6,26,18,6,322.13624999999985,64427.25,26.973580559464043,12412.499999999956
326,6,26,18,9,309.7574999999997,61951.5,48.18149350919009,29005.500000000033
327,6,26,18,12,255.5837499999995,51116.75,35.83772629457948,20276.000000000015
328,6,26,18,15,191.8462499999997,38369.25,32.893869775242656,7325.324999999993
329,6,26,18,18,145.2437499999997,29048.75,48.348493422959564,26270.999999999967
330,6,28,6,3,-3.3562499999997906,-671.25,88.43620508380218,28598.499999999945
331,6,28,6,6,226.43499999999972,45287.0,70.73631650177043,28616.19999999996
332,6,28,6,9,142.56249999999983,28512.5,58.78138572123947,31095.499999999978
333,6,28,6,12,52.9612499999996,10592.25,63.32393414352786,27173.249999999956
334,6,28,6,15,49.21249999999986,9842.5,57.35697167086582,25667.67500000003
335,6,28,6,18,6.109999999999773,1222.0,66.88714488430672,28870.999999999956
336,6,28,9,3,86.84375000000014,17368.75,51.28120452872507,16868.11249999995
337,6,28,9,6,246.32374999999976,49264.75,53.766989057134126,23759.498046874913
338,6,28,9,9,207.9374999999998,41587.5,54.87003969142822,30620.499999999978
339,6,28,9,12,123.8787499999996,24775.75,58.97906110083375,27498.24999999997
340,6,28,9,15,114.3112499999998,22862.25,46.0598761183757,13217.68749999996
341,6,28,9,18,66.11874999999976,13223.75,64.25269222100667,29220.99999999997
342,6,28,12,3,77.09375000000016,15418.75,54.50342243851573,18610.724999999984
343,6,28,12,6,275.62374999999986,55124.75,36.82828882701132,16433.611111111055
344,6,28,12,9,227.39999999999975,45480.0,52.01615944883537,31030.500000000007
345,6,28,12,12,169.85374999999956,33970.75,48.56686371624856,26598.250000000007
346,6,28,12,15,156.41124999999974,31282.25,35.25134628747961,7850.324999999986
347,6,28,12,18,95.77874999999972,19155.75,53.61718642768224,28320.999999999967
348,6,28,15,3,180.28750000000016,36057.5,44.575431471266256,16660.724999999944
349,6,28,15,6,314.32374999999985,62864.75,25.91435998888224,11887.50000000003
350,6,28,15,9,273.64999999999975,54730.0,48.47945445884616,29005.50000000004
351,6,28,15,12,246.08374999999958,49216.75,35.73981289301935,20276.00000000003
352,6,28,15,15,179.9712499999997,35994.25,35.70038943266761,7950.324999999986
353,6,28,15,18,133.13374999999968,26626.75,47.60381794543066,26270.999999999978
354,6,28,18,3,189.48375000000016,37896.75,49.76813522553153,17710.724999999973
355,6,28,18,6,364.51124999999985,72902.25,26.973580559464043,12412.499999999956
356,6,28,18,9,349.7574999999997,69951.5,48.18149350919009,29005.500000000033
357,6,28,18,12,285.58374999999955,57116.75,35.83772629457948,20276.000000000015
